experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp,experiment_timestamp,model_used,num_questions
final_targeted_20250707_075352,retrieval_focused,37,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:18.588489,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,38,When did Robert Crispin go up against the Turks?,1060s,1984,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:18.769688,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,39,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,factorials,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:18.937644,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,40,What was the name of the Norman castle?,Afranji,the château de caen,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:19.145249,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,41,Who was the leader when the Franks entered the Euphrates valley?,Oursel,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:19.269537,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,42,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:19.422085,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,43,What were the origins of the Raouliii family?,Norman mercenary,byzantine origin,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:19.600914,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,44,What was the name of the count of Apulia ,Robert Guiscard,( last ) frederick iii,0.0,0.0,0.0,5,SQuAD baseline,2025-07-07T07:57:19.792750,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,45,When did Dyrrachium  fall to the Normans?,1082,true,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:19.998248,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,46,How many men were in Robert's army?,"30,000","about 100,000 and 150,000",0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:20.197468,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,47,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:20.376175,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,48,Who was Robert's son?,Bohemond,robert's son,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:20.551704,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,49,What river was Petrela located by?,Deabolis,river sita,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:20.715445,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,50,When did the Normans attack Dyrrachium?,1185,2003,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:20.870441,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,51,What was the naval base called?,Dyrrachium,naval station guantanamo bay,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:21.055630,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,52,Where was Dyrrachium located?,the Adriatic,north - western asia,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:21.244148,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,53,Who did Emma Marry?,King Ethelred II,matt willis,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:21.419963,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,54,Who was Emma's brother?,Duke Richard II,bryce gheisar,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:21.601027,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,55,To where did Ethelred flee?,Normandy,britain,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:21.811355,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,56,Who kicked Ethelred out?,Sweyn Forkbeard,the undertaker,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:21.983789,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,57,Who was Edward the Confessor's half-brother?,Harthacnut,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:22.131186,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,58,When did Edward return?,1041,25 january 2016,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:22.314450,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,59,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,who,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:22.502200,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,60,Where did Harold II die?,Battle of Hastings,at the battle of hastings,0.0,0.7499999999999999,1.0,5,SQuAD baseline,2025-07-07T07:57:22.684522,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,61,Who killed Harold II? ,William II,question : who killed harold ii,0.0,0.25,0.5,6,SQuAD baseline,2025-07-07T07:57:22.892292,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,62,When was the Battle of Hastings?,1066,14 october 1066,0.0,0.5,1.0,3,SQuAD baseline,2025-07-07T07:57:23.062046,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,63,Who was the ruling class ahead of the Normans?,Anglo-Saxons,the trojans,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:23.220248,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,64,What was the Anglo-Norman language's final form?,Modern English,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:23.344727,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,65,In what year did the Norman's invade at Bannow Bay?,1169,1169,1.0,1.0,1.0,1,SQuAD baseline,2025-07-07T07:57:23.500476,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,66,What country did the Normans invade in 1169?,Ireland,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:23.631280,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,67,What culture did the Normans combine with in Ireland?,Irish,irish,1.0,1.0,1.0,1,SQuAD baseline,2025-07-07T07:57:23.786358,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,68,Who was Margaret's brother?,Edgar,eamonn's father,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:23.992397,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,69,Who was Margaret's husband?,King Malcolm III of Scotland,hans schroeder,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:24.189256,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,70,When was Scotland invaded by William?,1072,1612,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:24.322169,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,71,Who was the hostage?,Duncan,iran,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:24.483477,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,72,Who did Alexander I marry?,Sybilla of Normandy,based on retrieved information,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:24.669091,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,73,"What culture's arrival in Scotland is know as the ""Davidian Revolution""?",Norman,flemish,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:24.806847,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,74,Where was Ralph earl of?,Hereford,the mississippi river,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:24.968110,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,75,Who was Ralph in charge of being at war with?,the Welsh,u.s. army,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:25.137841,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,76,Who made Ralph earl?,Edward the Confessor,british colonialists,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:25.304435,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,77,What country was under the control of Norman barons?,Wales,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:25.439365,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,78,What year did Roger de Tosny fail to accomplish what he set out to do?,1018,1993,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:25.580524,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,79,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,pope nicholas ii,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:25.748743,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,80,When did the Siege of Antioch take place?,1097,1097 and 1098,0.0,0.5,1.0,3,SQuAD baseline,2025-07-07T07:57:25.916551,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,81,What was the name of Bohemond's nephew?,Tancred,bernard,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:26.087374,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,82,What major conquest did Tancred play a roll in?,Jerusalem,british invasion of belgium,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:26.280396,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,83,How long did Western Europe control Cyprus?,380 years,1878 -- 79,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:26.429827,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,84,What ruined Richard's plans to reach Acre?,a storm,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:26.590252,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,85,Who was Richard's fiancee?,Berengaria,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:26.731701,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,86,What year did the storm hit Richard's fleet?,1191,1192,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:26.869307,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,87,Who ruled Cyprus in 1191?,Isaac Komnenos,king richard i of england,0.0,0.0,0.0,5,SQuAD baseline,2025-07-07T07:57:27.049379,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,88,Who was Guy's Rival?,Conrad of Montferrat,herman brar,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:27.207871,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,89,What were Isaac's chains made out of?,silver,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:27.338458,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,90,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,king richard,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:27.530914,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,91,What continent are the Canarian Islands off the coast of?,Africa,africa,1.0,1.0,1.0,1,SQuAD baseline,2025-07-07T07:57:27.690559,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,92,Who became the King of the Canary Islands?,Bethencourt,guadarfia,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:27.870082,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,93,Who bought the rights?,Enrique Pérez de Guzmán,who,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:28.036595,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,94,Who sold the rights?,Maciot de Bethencourt,who sold the rights?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:28.206757,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,95,Where are Jersey and Guernsey,Channel Islands,"normandy, france",0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:28.370932,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,96,How many customaries does Norman customary law have?,two,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:28.505852,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,97,What is the Norman architecture idiom?,Romanesque,based on retrieved information,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:28.691110,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,98,What kind of arches does Norman architecture have?,rounded,grand archways,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:28.834117,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,99,What architecture type came after Norman in England?,Early Gothic,romanesque architecture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:28.980525,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,100,What architecture type came before Norman in England?,Anglo-Saxon,romanesque architecture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:29.125116,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,101,What place had the Norman Arab architectural style?,Sicily,ireland,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:29.290535,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,102,When did the church reform begin?,early 11th century,1517,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:29.462048,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,103,Who used the church to unify themselves?,dukes,straw man,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:29.612324,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,104,When were the French wars of religion?,16th century,between 1562 and 1598,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:29.774920,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,105,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidered,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:29.926067,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,106,What is Norman art's most well known piece?,Bayeux Tapestry,the battle of thermopylae,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:30.127384,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,107,Who commissioned the Tapestry?,Odo,queen matilda,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:30.294313,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,108,What is the most important type of Norman art preserved in churches?,mosaics,norman architecture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:30.436345,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,109,In what century did important classical music developments occur in Normandy?,11th,the 14th century,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:30.595529,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,110,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,richard i,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:30.779775,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,111,Where did the monks flee to?,southern Italy,london,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:30.931456,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,112,What monastery did the Saint-Evroul monks establish in Italy?,Latin monastery at Sant'Eufemia.,based on retrieved information,0.0,0.0,0.0,4,SQuAD baseline,2025-07-07T07:57:31.083282,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,113,Who patronized the monks in Italy? ,Robert Guiscard,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-07T07:57:31.205466,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,114,What tradition were the Saint-Evroul monks known for?,singing,evroul monasteries,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:31.385165,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,115,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,Computational complexity theory,computational complexity theory,1.0,1.0,1.0,3,SQuAD baseline,2025-07-07T07:57:31.544361,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,116,By what main attribute are computational problems classified utilizing computational complexity theory? ,inherent difficulty,computation time,0.0,0.0,0.0,2,SQuAD baseline,2025-07-07T07:57:31.691211,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,117,What is the term for a task that generally lends itself to being solved by a computer?,computational problems,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:31.835067,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,118,What measure of a computational problem broadly defines the inherent difficulty of the solution?,if its solution requires significant resources,complexity,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:31.978102,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,119,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,mathematical models of computation,data visuali zation,0.0,0.0,0.0,3,SQuAD baseline,2025-07-07T07:57:32.143654,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,120,What are two basic primary resources used to guage complexity?,time and storage,data,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:32.281927,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,121,What unit is measured to determine circuit complexity?,number of gates in a circuit,j,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:32.410916,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,122,What two fields of theoretical computer science closely mirror computational complexity theory?,analysis of algorithms and computability theory,computability,0.0,0.2857142857142857,0.16666666666666666,1,SQuAD baseline,2025-07-07T07:57:32.550534,20250707_080608,facebook/rag-token-nq,500
final_targeted_20250707_075352,retrieval_focused,123,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,analysis of algorithms,search,0.0,0.0,0.0,1,SQuAD baseline,2025-07-07T07:57:32.709898,20250707_080608,facebook/rag-token-nq,500
