experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,3,when was the last time anyone was on the moon,"Based on retrieved information, answer: when was the last time anyone was on the moon",14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:09:03.937485
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,"Based on retrieved information, answer: who wrote he ain't heavy he's my brother lyrics",Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:04.116317
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,5,how many seasons of the bastard executioner are there,"Based on retrieved information, answer: how many seasons of the bastard executioner are there",one,one,1.0,1.0,1.0,1,2025-07-11T14:09:04.347618
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,TriviaQA,6,Who was the man behind The Chipmunks,"Based on retrieved information, answer: Who was the man behind The Chipmunks",David Seville,"ross bagdasarian, sr.",0.0,0.0,0.0,3,2025-07-11T14:09:05.215233
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,"Based on retrieved information, answer: Which Lloyd Webber musical premiered in the US on 10th December 1993",Sunset Blvd,the goodbye girl,0.0,0.0,0.0,3,2025-07-11T14:09:05.964981
multi_dataset_20250711_140522,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,"Based on retrieved information, answer: Who was the next British Prime Minister after Arthur Balfour",Sir Henry Campbell-Bannerman,william ewart gladstone,0.0,0.0,0.0,3,2025-07-11T14:09:06.475632
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,SQuAD,0,In what country is Normandy located,Answer directly: In what country is Normandy located,France,france,1.0,1.0,1.0,1,2025-07-11T14:09:06.876717
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,SQuAD,1,When were the Normans in Normandy,Answer directly: When were the Normans in Normandy,10th and 11th centuries,northern region of france,0.0,0.0,0.0,4,2025-07-11T14:09:07.186844
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,SQuAD,2,From which countries did the Norse originate,Answer directly: From which countries did the Norse originate,"Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-11T14:09:07.543627
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,NQ-Open,3,when was the last time anyone was on the moon,Answer directly: when was the last time anyone was on the moon,14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:09:08.044018
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,Answer directly: who wrote he ain't heavy he's my brother lyrics,Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:08.210002
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,NQ-Open,5,how many seasons of the bastard executioner are there,Answer directly: how many seasons of the bastard executioner are there,one,one,1.0,1.0,1.0,1,2025-07-11T14:09:08.628300
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,TriviaQA,6,Who was the man behind The Chipmunks,Answer directly: Who was the man behind The Chipmunks,David Seville,"ross bagdasarian, sr.",0.0,0.0,0.0,3,2025-07-11T14:09:09.571019
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,Answer directly: Which Lloyd Webber musical premiered in the US on 10th December 1993,Sunset Blvd,the goodbye girl,0.0,0.0,0.0,3,2025-07-11T14:09:10.379858
multi_dataset_20250711_140522,confident_direct,Direct command for confident responses,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,Answer directly: Who was the next British Prime Minister after Arthur Balfour,Sir Henry Campbell-Bannerman,,0.0,0.0,0.0,0,2025-07-11T14:09:10.797788
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,SQuAD,0,In what country is Normandy located,"Using available context, answer: In what country is Normandy located",France,france,1.0,1.0,1.0,1,2025-07-11T14:09:11.295233
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,SQuAD,1,When were the Normans in Normandy,"Using available context, answer: When were the Normans in Normandy",10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-11T14:09:11.494635
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,SQuAD,2,From which countries did the Norse originate,"Using available context, answer: From which countries did the Norse originate","Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-11T14:09:11.776206
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,NQ-Open,3,when was the last time anyone was on the moon,"Using available context, answer: when was the last time anyone was on the moon",14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:09:12.243511
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,"Using available context, answer: who wrote he ain't heavy he's my brother lyrics",Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:12.609569
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,NQ-Open,5,how many seasons of the bastard executioner are there,"Using available context, answer: how many seasons of the bastard executioner are there",one,third season,0.0,0.0,0.0,2,2025-07-11T14:09:12.756280
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,TriviaQA,6,Who was the man behind The Chipmunks,"Using available context, answer: Who was the man behind The Chipmunks",David Seville,ross bagdasarian,0.0,0.0,0.0,2,2025-07-11T14:09:13.820756
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,"Using available context, answer: Which Lloyd Webber musical premiered in the US on 10th December 1993",Sunset Blvd,the goodbye girl,0.0,0.0,0.0,3,2025-07-11T14:09:14.564744
multi_dataset_20250711_140522,context_guided,Emphasizes context utilization,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,"Using available context, answer: Who was the next British Prime Minister after Arthur Balfour",Sir Henry Campbell-Bannerman,,0.0,0.0,0.0,0,2025-07-11T14:09:14.715193
multi_dataset_20250711_140522,conversational,Conversational Q&A format,SQuAD,0,In what country is Normandy located,Q: In what country is Normandy located A:,France,france,1.0,1.0,1.0,1,2025-07-11T14:09:15.129190
multi_dataset_20250711_140522,conversational,Conversational Q&A format,SQuAD,1,When were the Normans in Normandy,Q: When were the Normans in Normandy A:,10th and 11th centuries,9th century,0.0,0.0,0.0,2,2025-07-11T14:09:15.540712
multi_dataset_20250711_140522,conversational,Conversational Q&A format,SQuAD,2,From which countries did the Norse originate,Q: From which countries did the Norse originate A:,"Denmark, Iceland and Norway",norway,0.0,0.4,0.25,1,2025-07-11T14:09:15.713273
multi_dataset_20250711_140522,conversational,Conversational Q&A format,NQ-Open,3,when was the last time anyone was on the moon,Q: when was the last time anyone was on the moon A:,14 December 1972 UTC,apollo 17,0.0,0.0,0.0,2,2025-07-11T14:09:16.187892
multi_dataset_20250711_140522,conversational,Conversational Q&A format,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,Q: who wrote he ain't heavy he's my brother lyrics A:,Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:16.620603
multi_dataset_20250711_140522,conversational,Conversational Q&A format,NQ-Open,5,how many seasons of the bastard executioner are there,Q: how many seasons of the bastard executioner are there A:,one,one,1.0,1.0,1.0,1,2025-07-11T14:09:16.791804
multi_dataset_20250711_140522,conversational,Conversational Q&A format,TriviaQA,6,Who was the man behind The Chipmunks,Q: Who was the man behind The Chipmunks A:,David Seville,"ross bagdasarian, sr.",0.0,0.0,0.0,3,2025-07-11T14:09:17.907079
multi_dataset_20250711_140522,conversational,Conversational Q&A format,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,Q: Which Lloyd Webber musical premiered in the US on 10th December 1993 A:,Sunset Blvd,q,0.0,0.0,0.0,1,2025-07-11T14:09:18.674470
multi_dataset_20250711_140522,conversational,Conversational Q&A format,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,Q: Who was the next British Prime Minister after Arthur Balfour A:,Sir Henry Campbell-Bannerman,,0.0,0.0,0.0,0,2025-07-11T14:09:18.959025
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,SQuAD,0,In what country is Normandy located,In what country is Normandy located,France,france,1.0,1.0,1.0,1,2025-07-11T14:09:19.127874
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,SQuAD,1,When were the Normans in Normandy,When were the Normans in Normandy,10th and 11th centuries,911,0.0,0.0,0.0,1,2025-07-11T14:09:19.359125
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,SQuAD,2,From which countries did the Norse originate,From which countries did the Norse originate,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-11T14:09:19.830094
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,NQ-Open,3,when was the last time anyone was on the moon,when was the last time anyone was on the moon,14 December 1972 UTC,14 december 1972 utc,1.0,1.0,1.0,4,2025-07-11T14:09:20.240433
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,NQ-Open,4,who wrote he ain't heavy he's my brother lyrics,who wrote he ain't heavy he's my brother lyrics,Bobby Scott,bob russell,0.0,0.0,0.0,2,2025-07-11T14:09:20.396259
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,NQ-Open,5,how many seasons of the bastard executioner are there,how many seasons of the bastard executioner are there,one,11,0.0,0.0,0.0,1,2025-07-11T14:09:20.631333
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,TriviaQA,6,Who was the man behind The Chipmunks,Who was the man behind The Chipmunks,David Seville,"ross bagdasarian, sr.",0.0,0.0,0.0,3,2025-07-11T14:09:21.365864
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,TriviaQA,7,Which Lloyd Webber musical premiered in the US on 10th December 1993,Which Lloyd Webber musical premiered in the US on 10th December 1993,Sunset Blvd,the goodbye girl,0.0,0.0,0.0,3,2025-07-11T14:09:22.061715
multi_dataset_20250711_140522,basic,Baseline - no prompt engineering,TriviaQA,8,Who was the next British Prime Minister after Arthur Balfour,Who was the next British Prime Minister after Arthur Balfour,Sir Henry Campbell-Bannerman,,0.0,0.0,0.0,0,2025-07-11T14:09:22.644391
