experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp
minimal_20250708_191907,question_mark,27,What was one of the Norman's major exports,fighting horsemen,cloth,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:20.429074
minimal_20250708_191907,question_mark,28,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,hohenstaufen,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:20.771042
minimal_20250708_191907,question_mark,29,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:21.036960
minimal_20250708_191907,question_mark,30,When did Robert Crispin go up against the Turks?,1060s,862,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:21.279162
minimal_20250708_191907,question_mark,31,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,henshaw,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:21.484398
minimal_20250708_191907,question_mark,32,What was the name of the Norman castle,Afranji,neath castle,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:21.763433
minimal_20250708_191907,question_mark,33,Who was the leader when the Franks entered the Euphrates valley,Oursel,theudebert i,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:22.016008
minimal_20250708_191907,question_mark,34,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:22.264821
minimal_20250708_191907,question_mark,35,What were the origins of the Raouliii family,Norman mercenary,english,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:22.577872
minimal_20250708_191907,question_mark,36,What was the name of the count of Apulia ,Robert Guiscard,armistice of villa giusti,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:22.930308
minimal_20250708_191907,question_mark,37,When did Dyrrachium  fall to the Normans?,1082,10th century,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:23.198692
minimal_20250708_191907,question_mark,38,How many men were in Robert's army?,"30,000","about 100,000 and 150,000",0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:23.500457
minimal_20250708_191907,question_mark,39,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:23.772058
minimal_20250708_191907,question_mark,40,Who was Robert's son?,Bohemond,odo,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:24.051181
minimal_20250708_191907,question_mark,41,What river was Petrela located by,Deabolis,river irwell,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:24.334854
minimal_20250708_191907,question_mark,42,When did the Normans attack Dyrrachium,1185,october 1174,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:24.623406
minimal_20250708_191907,question_mark,43,What was the naval base called?,Dyrrachium,naval station guantanamo bay,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:24.902235
minimal_20250708_191907,question_mark,44,Where was Dyrrachium located?,the Adriatic,north america,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:25.208635
minimal_20250708_191907,question_mark,45,Who did Emma Marry?,King Ethelred II,kunj,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:25.473879
minimal_20250708_191907,question_mark,46,Who was Emma's brother?,Duke Richard II,elliot reeve,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:25.733209
minimal_20250708_191907,question_mark,47,To where did Ethelred flee?,Normandy,fled to be with ethelred,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T19:24:26.096992
minimal_20250708_191907,question_mark,48,Who kicked Ethelred out?,Sweyn Forkbeard,howard,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:26.368653
minimal_20250708_191907,question_mark,49,Who was Edward the Confessor's half-brother,Harthacnut,edmund irons,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:26.634652
minimal_20250708_191907,question_mark,50,When did Edward return?,1041,1357,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:26.855569
minimal_20250708_191907,question_mark,51,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,?,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:27.126104
minimal_20250708_191907,question_mark,52,Where did Harold II die?,Battle of Hastings,at the battle of hastings,0.0,0.7499999999999999,1.0,5,SQuAD baseline,2025-07-08T19:24:27.421176
minimal_20250708_191907,question_mark,53,Who killed Harold II? ,William II,william the conqueror,0.0,0.4,0.5,3,SQuAD baseline,2025-07-08T19:24:27.733032
minimal_20250708_191907,question_mark,54,When was the Battle of Hastings?,1066,14 october 1066,0.0,0.5,1.0,3,SQuAD baseline,2025-07-08T19:24:27.988597
minimal_20250708_191907,question_mark,55,Who was the ruling class ahead of the Normans,Anglo-Saxons,the bourgeoisie,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:28.236640
minimal_20250708_191907,question_mark,56,What was the Anglo-Norman language's final form,Modern English,middle english,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T19:24:28.530667
minimal_20250708_191907,question_mark,57,In what year did the Norman's invade at Bannow Bay?,1169,1169,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:28.803961
minimal_20250708_191907,question_mark,58,What country did the Normans invade in 1169?,Ireland,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:29.053022
minimal_20250708_191907,question_mark,59,What culture did the Normans combine with in Ireland?,Irish,irish,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:29.258604
minimal_20250708_191907,question_mark,60,Who was Margaret's brother?,Edgar,dauphin of france,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:29.569360
minimal_20250708_191907,question_mark,61,Who was Margaret's husband?,King Malcolm III of Scotland,hans schroeder,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:29.868660
minimal_20250708_191907,question_mark,62,When was Scotland invaded by William?,1072,1612,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:30.101337
minimal_20250708_191907,question_mark,63,Who was the hostage?,Duncan,iran,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:30.388918
minimal_20250708_191907,question_mark,64,Who did Alexander I marry,Sybilla of Normandy,emma rooke,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:30.639979
minimal_20250708_191907,question_mark,65,"What culture's arrival in Scotland is know as the ""Davidian Revolution""?",Norman,norman,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:30.940038
minimal_20250708_191907,question_mark,66,Where was Ralph earl of,Hereford,east anglia,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:31.215498
minimal_20250708_191907,question_mark,67,Who was Ralph in charge of being at war with?,the Welsh,u.s. army,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:31.523574
minimal_20250708_191907,question_mark,68,Who made Ralph earl,Edward the Confessor,ramsay,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:31.771709
minimal_20250708_191907,question_mark,69,What country was under the control of Norman barons?,Wales,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:32.033730
minimal_20250708_191907,question_mark,70,What year did Roger de Tosny fail to accomplish what he set out to do?,1018,1982,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:32.322255
minimal_20250708_191907,question_mark,71,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,pope alexander ii,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:32.606707
minimal_20250708_191907,question_mark,72,When did the Siege of Antioch take place?,1097,1097 and 1098,0.0,0.5,1.0,3,SQuAD baseline,2025-07-08T19:24:32.891348
minimal_20250708_191907,question_mark,73,What was the name of Bohemond's nephew?,Tancred,??,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:33.167151
minimal_20250708_191907,question_mark,74,What major conquest did Tancred play a roll in?,Jerusalem,british - iroquois victory,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:33.518086
minimal_20250708_191907,question_mark,75,How long did Western Europe control Cyprus?,380 years,1878 -- 79,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:33.759906
minimal_20250708_191907,question_mark,76,What ruined Richard's plans to reach Acre?,a storm,drought,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:34.061937
minimal_20250708_191907,question_mark,77,Who was Richard's fiancee?,Berengaria,?,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:34.449146
minimal_20250708_191907,question_mark,78,What year did the storm hit Richard's fleet,1191,1794,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:34.677095
minimal_20250708_191907,question_mark,79,Who ruled Cyprus in 1191?,Isaac Komnenos,king richard i of england,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T19:24:34.978778
minimal_20250708_191907,question_mark,80,Who was Guy's Rival?,Conrad of Montferrat,herman brar,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:35.252757
minimal_20250708_191907,question_mark,81,What were Isaac's chains made out of?,silver,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:35.465830
minimal_20250708_191907,question_mark,82,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:35.711827
minimal_20250708_191907,question_mark,83,What continent are the Canarian Islands off the coast of?,Africa,western hemisphere,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:36.012004
minimal_20250708_191907,question_mark,84,Who became the King of the Canary Islands?,Bethencourt,guadarfia,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:36.330071
minimal_20250708_191907,question_mark,85,Who bought the rights?,Enrique Pérez de Guzmán,tolkien estate,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:36.594813
minimal_20250708_191907,question_mark,86,Who sold the rights,Maciot de Bethencourt,who,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:36.856070
minimal_20250708_191907,question_mark,87,Where are Jersey and Guernsey,Channel Islands,normandy,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:37.129609
minimal_20250708_191907,question_mark,88,How many customaries does Norman customary law have?,two,161,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:37.366279
minimal_20250708_191907,question_mark,89,What is the Norman architecture idiom,Romanesque,norman transitional style,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:37.630883
minimal_20250708_191907,question_mark,90,What kind of arches does Norman architecture have,rounded,grand arch,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:37.883049
minimal_20250708_191907,question_mark,91,What architecture type came after Norman in England?,Early Gothic,processional gateway ( propylon ),0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T19:24:38.209303
minimal_20250708_191907,question_mark,92,What architecture type came before Norman in England,Anglo-Saxon,romanesque,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:38.489969
minimal_20250708_191907,question_mark,93,What place had the Norman Arab architectural style?,Sicily,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:38.666382
minimal_20250708_191907,question_mark,94,When did the church reform begin,early 11th century,1517,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:38.924393
minimal_20250708_191907,question_mark,95,Who used the church to unify themselves,dukes,native - born christians,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:39.194129
minimal_20250708_191907,question_mark,96,When were the French wars of religion?,16th century,between 1562 and 1598,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:39.469049
minimal_20250708_191907,question_mark,97,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidery,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:39.714950
minimal_20250708_191907,question_mark,98,What is Norman art's most well known piece?,Bayeux Tapestry,the battle of thermopylae,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:40.010314
minimal_20250708_191907,question_mark,99,Who commissioned the Tapestry?,Odo,bishop odo,0.0,0.6666666666666666,1.0,2,SQuAD baseline,2025-07-08T19:24:40.318915
minimal_20250708_191907,question_mark,100,What is the most important type of Norman art preserved in churches?,mosaics,norman architecture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:40.687483
minimal_20250708_191907,question_mark,101,In what century did important classical music developments occur in Normandy?,11th,1790s,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:41.003432
minimal_20250708_191907,question_mark,102,Who were the two abbots at Fécamp Abbey,William of Volpiano and John of Ravenna,richard ii,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:41.272286
minimal_20250708_191907,question_mark,103,Where did the monks flee to?,southern Italy,italy,0.0,0.6666666666666666,0.5,1,SQuAD baseline,2025-07-08T19:24:41.533937
minimal_20250708_191907,question_mark,104,What monastery did the Saint-Evroul monks establish in Italy,Latin monastery at Sant'Eufemia.,montepulciano,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:41.847325
minimal_20250708_191907,question_mark,105,Who patronized the monks in Italy? ,Robert Guiscard,rich and successful businessmen,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:42.146044
minimal_20250708_191907,question_mark,106,What tradition were the Saint-Evroul monks known for,singing,aristotelianism,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:42.493876
minimal_20250708_191907,question_mark,107,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship,Computational complexity theory,computational complexity theory,1.0,1.0,1.0,3,SQuAD baseline,2025-07-08T19:24:42.790042
minimal_20250708_191907,question_mark,108,By what main attribute are computational problems classified utilizing computational complexity theory? ,inherent difficulty,inherent difficulty,1.0,1.0,1.0,2,SQuAD baseline,2025-07-08T19:24:43.015515
minimal_20250708_191907,question_mark,109,What is the term for a task that generally lends itself to being solved by a computer?,computational problems,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:43.268694
minimal_20250708_191907,question_mark,110,What measure of a computational problem broadly defines the inherent difficulty of the solution,if its solution requires significant resources,turing degree,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:43.498669
minimal_20250708_191907,question_mark,111,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem,mathematical models of computation,resource management,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:43.789098
minimal_20250708_191907,question_mark,112,What are two basic primary resources used to guage complexity?,time and storage,water,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:43.953480
minimal_20250708_191907,question_mark,113,What unit is measured to determine circuit complexity,number of gates in a circuit,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:44.179641
minimal_20250708_191907,question_mark,114,What two fields of theoretical computer science closely mirror computational complexity theory,analysis of algorithms and computability theory,computability theory,0.0,0.5,0.3333333333333333,2,SQuAD baseline,2025-07-08T19:24:44.439428
minimal_20250708_191907,question_mark,115,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,analysis of algorithms,program analysis,0.0,0.4,0.3333333333333333,2,SQuAD baseline,2025-07-08T19:24:44.688453
minimal_20250708_191907,question_mark,116,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:44.935924
minimal_20250708_191907,question_mark,117,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,optimization,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:45.171183
minimal_20250708_191907,question_mark,118,What is the name given to the input string of a computational problem?,problem instance,state,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:45.371828
minimal_20250708_191907,question_mark,119,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved? ",the problem,a problem,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T19:24:45.615353
minimal_20250708_191907,question_mark,120,Is a problem instance typically characterized as abstract or concrete?,concrete,concrete,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:45.844180
minimal_20250708_191907,question_mark,121,What is another name for any given measure of input associated with a problem?,instances,data,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:46.114008
minimal_20250708_191907,question_mark,122,What is the general term used to describe the output to any given input in a problem instance?,solution,output,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:46.383461
minimal_20250708_191907,question_mark,123,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany,2000,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:46.579459
minimal_20250708_191907,question_mark,124,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,round trip through all sites in Milan,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:46.884324
minimal_20250708_191907,question_mark,125,What does computational complexity theory most specifically seek to answer? ,computational problems,computational problem,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T19:24:47.151767
minimal_20250708_191907,question_mark,126,"In a computational problem, what can be described as a string over an alphabet",problem instance,patterns,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:47.349628
minimal_20250708_191907,question_mark,127,What is the name of the alphabet is most commonly used in a problem instance?,binary alphabet,?,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:47.569428
minimal_20250708_191907,question_mark,128,What is another term for the string of a problem instance?,bitstrings,problem / solution,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:47.905176
minimal_20250708_191907,question_mark,129,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",binary notation,factorials n!,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:48.210045
minimal_20250708_191907,question_mark,130,What is one way in which graphs can be encoded? ,adjacency matrices,factorials n!,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:48.522775
minimal_20250708_191907,question_mark,131,What kind of problems are one of the main topics studied in computational complexity theory?,Decision problems,computational problems,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T19:24:48.720565
minimal_20250708_191907,question_mark,132,What are the two simple word responses to a decision problem,yes or no,yes,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-08T19:24:48.948902
minimal_20250708_191907,question_mark,133,What are the two integer responses to a decision problem?,1 or 0,yes,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:49.207790
minimal_20250708_191907,question_mark,134,What will the output be for a member of the language of a decision problem?,yes,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T19:24:49.481423
minimal_20250708_191907,question_mark,135,What answer denotes that an algorithm has accepted an input string,yes,is or is not a response,0.0,0.0,0.0,6,SQuAD baseline,2025-07-08T19:24:49.758652
minimal_20250708_191907,question_mark,136,What kind of graph is an example of an input used in a decision problem,arbitrary graph,decision tree,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:49.983994
minimal_20250708_191907,question_mark,137,What is the term for the set of all connected graphs related to this decision problem?,formal language,dominating set,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:50.225459
minimal_20250708_191907,question_mark,138,What encoding decision needs to be made in order to determine an exact definition of the formal language,how graphs are encoded as binary strings,encoding decision,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:50.523208
minimal_20250708_191907,question_mark,139,A function problem is an example of what?,a computational problem,computational complexity theory,0.0,0.3333333333333333,0.3333333333333333,3,SQuAD baseline,2025-07-08T19:24:50.842777
minimal_20250708_191907,question_mark,140,How many outputs are expected for each input in a function problem,a single output,single,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-08T19:24:51.101710
minimal_20250708_191907,question_mark,141,The traveling salesman problem is an example of what type of problem?,A function problem,school bus routing problem,0.0,0.28571428571428575,0.3333333333333333,4,SQuAD baseline,2025-07-08T19:24:51.370729
minimal_20250708_191907,question_mark,142,"In addition to the traveling salesman problem, what is another example of a function problem",the integer factorization problem,traveling purchaser problem,0.0,0.28571428571428575,0.25,3,SQuAD baseline,2025-07-08T19:24:51.559932
minimal_20250708_191907,question_mark,143,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,yes or no,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:51.789340
minimal_20250708_191907,question_mark,144,How can function problems typically be restated?,decision problems,??,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:52.010403
minimal_20250708_191907,question_mark,145,"If two integers are multiplied and output a value, what is this expression set called?",set of triples,set,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-08T19:24:52.250329
minimal_20250708_191907,question_mark,146,What is one variable on which the running time may be contingent,the instance,architecture,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:52.601747
minimal_20250708_191907,question_mark,147,In what unit is the size of the input measured,bits,in si units,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:52.867018
minimal_20250708_191907,question_mark,148,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T19:24:53.151402
minimal_20250708_191907,question_mark,149,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,stephen cook,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:53.400460
minimal_20250708_191907,question_mark,150,"If input size is is equal to n, what can respectively be assumed is the function of n?",the time taken,random,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:53.606059
minimal_20250708_191907,question_mark,151,What term corresponds to the maximum measurement of time across all functions of n? ,worst-case time complexity,n / a,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:53.874579
minimal_20250708_191907,question_mark,152,How is worst-case time complexity written as an expression?,T(n),asymptotic,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:54.165657
minimal_20250708_191907,question_mark,153,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,ascii,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T19:24:54.426284
minimal_20250708_191907,question_mark,154,What is the term for a mathematical model that theoretically represents a general computing machine,A Turing machine,computational model,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:54.676170
minimal_20250708_191907,question_mark,155,It is generally assumed that a Turing machine can solve anything capable of also being solved using what,an algorithm,lambda calculus,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T19:24:54.893994
minimal_20250708_191907,question_mark,156,What is the most commonplace model utilized in complexity theory?,the Turing machine,stock market model,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T19:24:55.122709
minimal_20250708_191907,question_mark,157,What does a Turing machine handle on a strip of tape?,symbols,symbols,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T19:24:55.371072
minimal_20250708_191907,question_mark,158,What is generally considered to be the most basic iteration of a Turing machine?,A deterministic Turing machine,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T19:24:55.590520
