experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
official_rag_prompt_engineering_20250807_112007,instructional,16,What was one of the Norman's major exports?,fighting horsemen,"266,827",0.0,0.0,0.0,1,2025-08-07T11:24:00.044275
official_rag_prompt_engineering_20250807_112007,instructional,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,byzantine empire,0.0,0.0,0.0,2,2025-08-07T11:24:00.559939
official_rag_prompt_engineering_20250807_112007,instructional,18,When did Herve serve as a Byzantine general?,1050s,during the byzantine war,0.0,0.0,0.0,4,2025-08-07T11:24:01.056799
official_rag_prompt_engineering_20250807_112007,instructional,19,When did Robert Crispin go up against the Turks?,1060s,1998,0.0,0.0,0.0,1,2025-08-07T11:24:01.600708
official_rag_prompt_engineering_20250807_112007,instructional,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,,0.0,0.0,0.0,0,2025-08-07T11:24:01.927835
official_rag_prompt_engineering_20250807_112007,instructional,21,What was the name of the Norman castle?,Afranji,`` norman castle '',0.0,0.0,0.0,4,2025-08-07T11:24:02.516319
official_rag_prompt_engineering_20250807_112007,instructional,22,Who was the leader when the Franks entered the Euphrates valley?,Oursel,2018,0.0,0.0,0.0,1,2025-08-07T11:24:02.803295
official_rag_prompt_engineering_20250807_112007,instructional,23,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,2025-08-07T11:24:03.309768
official_rag_prompt_engineering_20250807_112007,instructional,24,What were the origins of the Raouliii family?,Norman mercenary,"normandy, france",0.0,0.0,0.0,2,2025-08-07T11:24:03.704526
official_rag_prompt_engineering_20250807_112007,instructional,25,What was the name of the count of Apulia ,Robert Guiscard,giovanni branca,0.0,0.0,0.0,2,2025-08-07T11:24:04.258225
official_rag_prompt_engineering_20250807_112007,instructional,26,When did Dyrrachium  fall to the Normans?,1082,2009,0.0,0.0,0.0,1,2025-08-07T11:24:04.703985
official_rag_prompt_engineering_20250807_112007,instructional,27,How many men were in Robert's army?,"30,000",about a million men,0.0,0.0,0.0,4,2025-08-07T11:24:05.224621
official_rag_prompt_engineering_20250807_112007,instructional,28,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,2025-08-07T11:24:05.692233
official_rag_prompt_engineering_20250807_112007,instructional,29,Who was Robert's son?,Bohemond,robert's son,0.0,0.0,0.0,2,2025-08-07T11:24:06.217941
official_rag_prompt_engineering_20250807_112007,instructional,30,What river was Petrela located by?,Deabolis,river sita,0.0,0.0,0.0,2,2025-08-07T11:24:06.695806
official_rag_prompt_engineering_20250807_112007,instructional,31,When did the Normans attack Dyrrachium?,1185,when,0.0,0.0,0.0,1,2025-08-07T11:24:07.187564
official_rag_prompt_engineering_20250807_112007,instructional,32,What was the naval base called?,Dyrrachium,commander,0.0,0.0,0.0,1,2025-08-07T11:24:07.858572
official_rag_prompt_engineering_20250807_112007,instructional,33,Where was Dyrrachium located?,the Adriatic,north america,0.0,0.0,0.0,2,2025-08-07T11:24:08.406354
official_rag_prompt_engineering_20250807_112007,instructional,34,Who did Emma Marry?,King Ethelred II,theo,0.0,0.0,0.0,1,2025-08-07T11:24:08.802170
official_rag_prompt_engineering_20250807_112007,instructional,35,Who was Emma's brother?,Duke Richard II,emma's brother,0.0,0.0,0.0,2,2025-08-07T11:24:09.359299
official_rag_prompt_engineering_20250807_112007,instructional,36,To where did Ethelred flee?,Normandy,to return to britain,0.0,0.0,0.0,4,2025-08-07T11:24:09.798716
official_rag_prompt_engineering_20250807_112007,instructional,37,Who kicked Ethelred out?,Sweyn Forkbeard,who kicked ethelred out?,0.0,0.0,0.0,4,2025-08-07T11:24:10.432712
official_rag_prompt_engineering_20250807_112007,instructional,38,Who was Edward the Confessor's half-brother?,Harthacnut,,0.0,0.0,0.0,0,2025-08-07T11:24:10.798019
official_rag_prompt_engineering_20250807_112007,instructional,39,When did Edward return?,1041,2 august 1274,0.0,0.0,0.0,3,2025-08-07T11:24:11.282376
official_rag_prompt_engineering_20250807_112007,instructional,40,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,who,0.0,0.0,0.0,1,2025-08-07T11:24:11.998471
official_rag_prompt_engineering_20250807_112007,instructional,41,Where did Harold II die?,Battle of Hastings,at the battle of hastings,0.0,0.7499999999999999,1.0,5,2025-08-07T11:24:12.504898
official_rag_prompt_engineering_20250807_112007,instructional,42,Who killed Harold II? ,William II,who killed harold ii,0.0,0.3333333333333333,0.5,4,2025-08-07T11:24:13.000675
official_rag_prompt_engineering_20250807_112007,instructional,43,When was the Battle of Hastings?,1066,14 october 1066,0.0,0.5,1.0,3,2025-08-07T11:24:13.568681
official_rag_prompt_engineering_20250807_112007,instructional,44,Who was the ruling class ahead of the Normans?,Anglo-Saxons,the aristots,0.0,0.0,0.0,2,2025-08-07T11:24:13.881889
official_rag_prompt_engineering_20250807_112007,instructional,45,What was the Anglo-Norman language's final form?,Modern English,,0.0,0.0,0.0,0,2025-08-07T11:24:14.288015
official_rag_prompt_engineering_20250807_112007,instructional,46,In what year did the Norman's invade at Bannow Bay?,1169,1169,1.0,1.0,1.0,1,2025-08-07T11:24:14.706756
official_rag_prompt_engineering_20250807_112007,instructional,47,What country did the Normans invade in 1169?,Ireland,england,0.0,0.0,0.0,1,2025-08-07T11:24:15.158736
official_rag_prompt_engineering_20250807_112007,instructional,48,What culture did the Normans combine with in Ireland?,Irish,irish,1.0,1.0,1.0,1,2025-08-07T11:24:15.594737
official_rag_prompt_engineering_20250807_112007,instructional,49,Who was Margaret's brother?,Edgar,patrick,0.0,0.0,0.0,1,2025-08-07T11:24:16.036316
official_rag_prompt_engineering_20250807_112007,instructional,50,Who was Margaret's husband?,King Malcolm III of Scotland,hans schroeder,0.0,0.0,0.0,2,2025-08-07T11:24:16.457039
official_rag_prompt_engineering_20250807_112007,instructional,51,When was Scotland invaded by William?,1072,1097,0.0,0.0,0.0,1,2025-08-07T11:24:16.946088
official_rag_prompt_engineering_20250807_112007,instructional,52,Who was the hostage?,Duncan,who was the hostage,0.0,0.0,0.0,4,2025-08-07T11:24:17.340749
official_rag_prompt_engineering_20250807_112007,instructional,53,Who did Alexander I marry?,Sybilla of Normandy,maria maria,0.0,0.0,0.0,2,2025-08-07T11:24:17.828087
official_rag_prompt_engineering_20250807_112007,instructional,54,"What culture's arrival in Scotland is know as the ""Davidian Revolution""?",Norman,gaelic,0.0,0.0,0.0,1,2025-08-07T11:24:18.186967
official_rag_prompt_engineering_20250807_112007,instructional,55,Where was Ralph earl of?,Hereford,the earl of essex,0.0,0.0,0.0,4,2025-08-07T11:24:18.810299
official_rag_prompt_engineering_20250807_112007,instructional,56,Who was Ralph in charge of being at war with?,the Welsh,in war with mexico,0.0,0.0,0.0,4,2025-08-07T11:24:19.290449
official_rag_prompt_engineering_20250807_112007,instructional,57,Who made Ralph earl?,Edward the Confessor,ralph earl,0.0,0.0,0.0,2,2025-08-07T11:24:19.888736
official_rag_prompt_engineering_20250807_112007,instructional,58,What country was under the control of Norman barons?,Wales,wales,1.0,1.0,1.0,1,2025-08-07T11:24:20.324484
official_rag_prompt_engineering_20250807_112007,instructional,59,What year did Roger de Tosny fail to accomplish what he set out to do?,1018,1982,0.0,0.0,0.0,1,2025-08-07T11:24:20.700831
official_rag_prompt_engineering_20250807_112007,instructional,60,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,pope alexander iii,0.0,0.0,0.0,3,2025-08-07T11:24:21.225531
official_rag_prompt_engineering_20250807_112007,instructional,61,When did the Siege of Antioch take place?,1097,1097 and 1098,0.0,0.5,1.0,3,2025-08-07T11:24:21.668661
official_rag_prompt_engineering_20250807_112007,instructional,62,What was the name of Bohemond's nephew?,Tancred,jean - françois rameau,0.0,0.0,0.0,4,2025-08-07T11:24:22.416955
official_rag_prompt_engineering_20250807_112007,instructional,63,What major conquest did Tancred play a roll in?,Jerusalem,british invasion of belgium,0.0,0.0,0.0,4,2025-08-07T11:24:23.120478
official_rag_prompt_engineering_20250807_112007,instructional,64,How long did Western Europe control Cyprus?,380 years,1878 -- 79,0.0,0.0,0.0,3,2025-08-07T11:24:23.538371
official_rag_prompt_engineering_20250807_112007,instructional,65,What ruined Richard's plans to reach Acre?,a storm,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:24:24.062707
official_rag_prompt_engineering_20250807_112007,instructional,66,Who was Richard's fiancee?,Berengaria,,0.0,0.0,0.0,0,2025-08-07T11:24:24.447262
official_rag_prompt_engineering_20250807_112007,instructional,67,What year did the storm hit Richard's fleet?,1191,1980,0.0,0.0,0.0,1,2025-08-07T11:24:24.839038
official_rag_prompt_engineering_20250807_112007,instructional,68,Who ruled Cyprus in 1191?,Isaac Komnenos,king richard i of england,0.0,0.0,0.0,5,2025-08-07T11:24:25.416369
official_rag_prompt_engineering_20250807_112007,instructional,69,Who was Guy's Rival?,Conrad of Montferrat,the other guy,0.0,0.0,0.0,3,2025-08-07T11:24:25.764699
official_rag_prompt_engineering_20250807_112007,instructional,70,What were Isaac's chains made out of?,silver,,0.0,0.0,0.0,0,2025-08-07T11:24:26.175224
official_rag_prompt_engineering_20250807_112007,instructional,71,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,who led the way,0.0,0.0,0.0,4,2025-08-07T11:24:26.605142
official_rag_prompt_engineering_20250807_112007,instructional,72,What continent are the Canarian Islands off the coast of?,Africa,western hemisphere,0.0,0.0,0.0,2,2025-08-07T11:24:27.108742
official_rag_prompt_engineering_20250807_112007,instructional,73,Who became the King of the Canary Islands?,Bethencourt,alexander iii,0.0,0.0,0.0,2,2025-08-07T11:24:27.511230
official_rag_prompt_engineering_20250807_112007,instructional,74,Who bought the rights?,Enrique Pérez de Guzmán,who bought the rights,0.0,0.0,0.0,4,2025-08-07T11:24:27.999501
official_rag_prompt_engineering_20250807_112007,instructional,75,Who sold the rights?,Maciot de Bethencourt,who owns the rights,0.0,0.0,0.0,4,2025-08-07T11:24:28.392369
official_rag_prompt_engineering_20250807_112007,instructional,76,Where are Jersey and Guernsey,Channel Islands,channel islands,1.0,1.0,1.0,2,2025-08-07T11:24:28.882521
official_rag_prompt_engineering_20250807_112007,instructional,77,How many customaries does Norman customary law have?,two,,0.0,0.0,0.0,0,2025-08-07T11:24:29.231351
official_rag_prompt_engineering_20250807_112007,instructional,78,What is the Norman architecture idiom?,Romanesque,norman transitional architecture,0.0,0.0,0.0,3,2025-08-07T11:24:29.815031
official_rag_prompt_engineering_20250807_112007,instructional,79,What kind of arches does Norman architecture have?,rounded,grand archways,0.0,0.0,0.0,2,2025-08-07T11:24:30.128867
official_rag_prompt_engineering_20250807_112007,instructional,80,What architecture type came after Norman in England?,Early Gothic,romanesque architecture,0.0,0.0,0.0,2,2025-08-07T11:24:30.786901
official_rag_prompt_engineering_20250807_112007,instructional,81,What architecture type came before Norman in England?,Anglo-Saxon,romanesque architecture,0.0,0.0,0.0,2,2025-08-07T11:24:31.236451
official_rag_prompt_engineering_20250807_112007,instructional,82,What place had the Norman Arab architectural style?,Sicily,abbasid samarra,0.0,0.0,0.0,2,2025-08-07T11:24:31.752486
official_rag_prompt_engineering_20250807_112007,instructional,83,When did the church reform begin?,early 11th century,1876,0.0,0.0,0.0,1,2025-08-07T11:24:32.294554
official_rag_prompt_engineering_20250807_112007,instructional,84,Who used the church to unify themselves?,dukes,pope alexander iii,0.0,0.0,0.0,3,2025-08-07T11:24:32.706233
official_rag_prompt_engineering_20250807_112007,instructional,85,When were the French wars of religion?,16th century,between 1562 and 1598,0.0,0.0,0.0,4,2025-08-07T11:24:33.328962
official_rag_prompt_engineering_20250807_112007,instructional,86,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidered,0.0,0.0,0.0,1,2025-08-07T11:24:33.763393
official_rag_prompt_engineering_20250807_112007,instructional,87,What is Norman art's most well known piece?,Bayeux Tapestry,,0.0,0.0,0.0,0,2025-08-07T11:24:34.143541
official_rag_prompt_engineering_20250807_112007,instructional,88,Who commissioned the Tapestry?,Odo,queen matilda,0.0,0.0,0.0,2,2025-08-07T11:24:34.807179
official_rag_prompt_engineering_20250807_112007,instructional,89,What is the most important type of Norman art preserved in churches?,mosaics,preservation of norman architecture,0.0,0.0,0.0,4,2025-08-07T11:24:35.199459
official_rag_prompt_engineering_20250807_112007,instructional,90,In what century did important classical music developments occur in Normandy?,11th,the 14th century,0.0,0.0,0.0,3,2025-08-07T11:24:35.687750
official_rag_prompt_engineering_20250807_112007,instructional,91,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,richard i,0.0,0.0,0.0,2,2025-08-07T11:24:36.061720
official_rag_prompt_engineering_20250807_112007,instructional,92,Where did the monks flee to?,southern Italy,italy,0.0,0.6666666666666666,0.5,1,2025-08-07T11:24:36.570304
official_rag_prompt_engineering_20250807_112007,instructional,93,What monastery did the Saint-Evroul monks establish in Italy?,Latin monastery at Sant'Eufemia.,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:24:36.960417
official_rag_prompt_engineering_20250807_112007,instructional,94,Who patronized the monks in Italy? ,Robert Guiscard,who,0.0,0.0,0.0,1,2025-08-07T11:24:37.495297
official_rag_prompt_engineering_20250807_112007,instructional,95,What tradition were the Saint-Evroul monks known for?,singing,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:24:38.024664
official_rag_prompt_engineering_20250807_112007,instructional,96,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,Computational complexity theory,computational complexity theory,1.0,1.0,1.0,3,2025-08-07T11:24:38.558793
official_rag_prompt_engineering_20250807_112007,instructional,97,By what main attribute are computational problems classified utilizing computational complexity theory? ,inherent difficulty,computational complexity,0.0,0.0,0.0,2,2025-08-07T11:24:38.985258
official_rag_prompt_engineering_20250807_112007,instructional,98,What is the term for a task that generally lends itself to being solved by a computer?,computational problems,algorithm,0.0,0.0,0.0,1,2025-08-07T11:24:39.392720
official_rag_prompt_engineering_20250807_112007,instructional,99,What measure of a computational problem broadly defines the inherent difficulty of the solution?,if its solution requires significant resources,complexity,0.0,0.0,0.0,1,2025-08-07T11:24:39.852531
official_rag_prompt_engineering_20250807_112007,instructional,100,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,mathematical models of computation,decision problem,0.0,0.0,0.0,2,2025-08-07T11:24:40.242282
official_rag_prompt_engineering_20250807_112007,instructional,101,What are two basic primary resources used to guage complexity?,time and storage,information,0.0,0.0,0.0,1,2025-08-07T11:24:40.634403
official_rag_prompt_engineering_20250807_112007,instructional,102,What unit is measured to determine circuit complexity?,number of gates in a circuit,Boolean,0.0,0.0,0.0,1,2025-08-07T11:24:41.070596
official_rag_prompt_engineering_20250807_112007,instructional,103,What practical role does defining the complexity of problems play in everyday computing?,determine the practical limits on what computers can and cannot do,computational complexity,0.0,0.0,0.0,2,2025-08-07T11:24:41.470040
official_rag_prompt_engineering_20250807_112007,instructional,104,What two fields of theoretical computer science closely mirror computational complexity theory?,analysis of algorithms and computability theory,computability theory,0.0,0.5,0.3333333333333333,2,2025-08-07T11:24:41.920057
official_rag_prompt_engineering_20250807_112007,instructional,105,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,analysis of algorithms,analysis of algorithms,1.0,1.0,1.0,3,2025-08-07T11:24:42.409974
official_rag_prompt_engineering_20250807_112007,instructional,106,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,analysis of algorithms,0.0,0.0,0.0,3,2025-08-07T11:24:42.797137
official_rag_prompt_engineering_20250807_112007,instructional,107,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,optimization,0.0,0.0,0.0,1,2025-08-07T11:24:43.300426
official_rag_prompt_engineering_20250807_112007,instructional,108,What is the name given to the input string of a computational problem?,problem instance,problem instance,1.0,1.0,1.0,2,2025-08-07T11:24:43.664513
official_rag_prompt_engineering_20250807_112007,instructional,109,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved? ",the problem,search problem,0.0,0.5,0.5,2,2025-08-07T11:24:44.154878
official_rag_prompt_engineering_20250807_112007,instructional,110,Is a problem instance typically characterized as abstract or concrete?,concrete,abstracted from reality,0.0,0.0,0.0,3,2025-08-07T11:24:44.536094
official_rag_prompt_engineering_20250807_112007,instructional,111,What is another name for any given measure of input associated with a problem?,instances,data visuali zation,0.0,0.0,0.0,3,2025-08-07T11:24:45.110712
official_rag_prompt_engineering_20250807_112007,instructional,112,What is the general term used to describe the output to any given input in a problem instance?,solution,output,0.0,0.0,0.0,1,2025-08-07T11:24:45.402785
official_rag_prompt_engineering_20250807_112007,instructional,113,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?,2000,shortest possible route,0.0,0.0,0.0,3,2025-08-07T11:24:45.900081
official_rag_prompt_engineering_20250807_112007,instructional,114,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,round trip through all sites in Milan,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:24:46.303673
official_rag_prompt_engineering_20250807_112007,instructional,115,What does computational complexity theory most specifically seek to answer? ,computational problems,computational problems,1.0,1.0,1.0,2,2025-08-07T11:24:46.780706
official_rag_prompt_engineering_20250807_112007,instructional,116,"In a computational problem, what can be described as a string over an alphabet?",problem instance,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:24:47.174804
official_rag_prompt_engineering_20250807_112007,instructional,117,What is the name of the alphabet is most commonly used in a problem instance?,binary alphabet,alphonse,0.0,0.0,0.0,1,2025-08-07T11:24:47.721624
official_rag_prompt_engineering_20250807_112007,instructional,118,What is another term for the string of a problem instance?,bitstrings,aegilops,0.0,0.0,0.0,1,2025-08-07T11:24:48.065966
official_rag_prompt_engineering_20250807_112007,instructional,119,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",binary notation,factorials n!,0.0,0.0,0.0,2,2025-08-07T11:24:48.671724
official_rag_prompt_engineering_20250807_112007,instructional,120,What is one way in which graphs can be encoded? ,adjacency matrices,data - generating process,0.0,0.0,0.0,4,2025-08-07T11:24:49.135692
official_rag_prompt_engineering_20250807_112007,instructional,121,What kind of problems are one of the main topics studied in computational complexity theory?,Decision problems,computational problems,0.0,0.5,0.5,2,2025-08-07T11:24:49.534401
official_rag_prompt_engineering_20250807_112007,instructional,122,What are the two simple word responses to a decision problem?,yes or no,,0.0,0.0,0.0,0,2025-08-07T11:24:49.862427
official_rag_prompt_engineering_20250807_112007,instructional,123,What are the two integer responses to a decision problem?,1 or 0,yes,0.0,0.0,0.0,1,2025-08-07T11:24:50.341848
official_rag_prompt_engineering_20250807_112007,instructional,124,What will the output be for a member of the language of a decision problem?,yes,yes,1.0,1.0,1.0,1,2025-08-07T11:24:50.702614
official_rag_prompt_engineering_20250807_112007,instructional,125,What answer denotes that an algorithm has accepted an input string?,yes,receiving input,0.0,0.0,0.0,2,2025-08-07T11:24:51.233641
official_rag_prompt_engineering_20250807_112007,instructional,126,What kind of graph is an example of an input used in a decision problem?,arbitrary graph,decision tree,0.0,0.0,0.0,2,2025-08-07T11:24:51.557763
official_rag_prompt_engineering_20250807_112007,instructional,127,What is the term for the set of all connected graphs related to this decision problem?,formal language,dominating set,0.0,0.0,0.0,2,2025-08-07T11:24:51.996802
official_rag_prompt_engineering_20250807_112007,instructional,128,What encoding decision needs to be made in order to determine an exact definition of the formal language?,how graphs are encoded as binary strings,,0.0,0.0,0.0,0,2025-08-07T11:24:52.332854
official_rag_prompt_engineering_20250807_112007,instructional,129,A function problem is an example of what?,a computational problem,computational complexity theory,0.0,0.3333333333333333,0.3333333333333333,3,2025-08-07T11:24:52.775299
official_rag_prompt_engineering_20250807_112007,instructional,130,How many outputs are expected for each input in a function problem?,a single output,a single output,1.0,1.0,1.0,3,2025-08-07T11:24:53.094919
official_rag_prompt_engineering_20250807_112007,instructional,131,The traveling salesman problem is an example of what type of problem?,A function problem,combinatorial optimization,0.0,0.0,0.0,2,2025-08-07T11:24:53.576053
official_rag_prompt_engineering_20250807_112007,instructional,132,"In addition to the traveling salesman problem, what is another example of a function problem?",the integer factorization problem,traveling purchaser problem,0.0,0.28571428571428575,0.25,3,2025-08-07T11:24:53.934878
official_rag_prompt_engineering_20250807_112007,instructional,133,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,simple,0.0,0.0,0.0,1,2025-08-07T11:24:54.433001
official_rag_prompt_engineering_20250807_112007,instructional,134,How can function problems typically be restated?,decision problems,summation,0.0,0.0,0.0,1,2025-08-07T11:24:54.818863
official_rag_prompt_engineering_20250807_112007,instructional,135,"If two integers are multiplied and output a value, what is this expression set called?",set of triples,set,0.0,0.5,0.3333333333333333,1,2025-08-07T11:24:55.274534
official_rag_prompt_engineering_20250807_112007,instructional,136,What is a commonly used measurement used to determine the complexity of a computational problem?,how much time the best algorithm requires to solve the problem,decision problem,0.0,0.16666666666666669,0.1,2,2025-08-07T11:24:55.633909
official_rag_prompt_engineering_20250807_112007,instructional,137,What is one variable on which the running time may be contingent?,the instance,variable a against variable b,0.0,0.0,0.0,5,2025-08-07T11:24:56.164449
official_rag_prompt_engineering_20250807_112007,instructional,138,How is the time needed to obtain the solution to a problem calculated?,as a function of the size of the instance,problem / solution ratio,0.0,0.0,0.0,4,2025-08-07T11:24:56.633819
official_rag_prompt_engineering_20250807_112007,instructional,139,In what unit is the size of the input measured?,bits,in si units,0.0,0.0,0.0,3,2025-08-07T11:24:57.110577
official_rag_prompt_engineering_20250807_112007,instructional,140,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,2025-08-07T11:24:57.496379
official_rag_prompt_engineering_20250807_112007,instructional,141,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,stephen cook,0.0,0.0,0.0,2,2025-08-07T11:24:58.019262
official_rag_prompt_engineering_20250807_112007,instructional,142,"If input size is is equal to n, what can respectively be assumed is the function of n?",the time taken,random,0.0,0.0,0.0,1,2025-08-07T11:24:58.390464
official_rag_prompt_engineering_20250807_112007,instructional,143,What term corresponds to the maximum measurement of time across all functions of n? ,worst-case time complexity,n / n,0.0,0.0,0.0,3,2025-08-07T11:24:58.913583
official_rag_prompt_engineering_20250807_112007,instructional,144,How is worst-case time complexity written as an expression?,T(n),worst - case complexity,0.0,0.0,0.0,4,2025-08-07T11:24:59.503098
official_rag_prompt_engineering_20250807_112007,instructional,145,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,asymptotically optimal,0.0,0.0,0.0,2,2025-08-07T11:25:00.013631
official_rag_prompt_engineering_20250807_112007,instructional,146,What is the term for a mathematical model that theoretically represents a general computing machine?,A Turing machine,computational model,0.0,0.0,0.0,2,2025-08-07T11:25:00.489556
official_rag_prompt_engineering_20250807_112007,instructional,147,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,an algorithm,turing completeness,0.0,0.0,0.0,2,2025-08-07T11:25:00.875838
official_rag_prompt_engineering_20250807_112007,instructional,148,What is the most commonplace model utilized in complexity theory?,the Turing machine,the potential method,0.0,0.3333333333333333,0.3333333333333333,3,2025-08-07T11:25:01.356556
official_rag_prompt_engineering_20250807_112007,instructional,149,What does a Turing machine handle on a strip of tape?,symbols,manipulates symbols,0.0,0.6666666666666666,1.0,2,2025-08-07T11:25:01.736606
official_rag_prompt_engineering_20250807_112007,instructional,150,What is generally considered to be the most basic iteration of a Turing machine?,A deterministic Turing machine,,0.0,0.0,0.0,0,2025-08-07T11:25:02.141500
official_rag_prompt_engineering_20250807_112007,instructional,151,What fixed set of factors determine the actions of a deterministic Turing machine,rules,what turns you on?,0.0,0.0,0.0,4,2025-08-07T11:25:02.534077
official_rag_prompt_engineering_20250807_112007,instructional,152,What is the term used to identify a deterministic Turing machine that has additional random bits?,A probabilistic Turing machine,random number generation,0.0,0.0,0.0,3,2025-08-07T11:25:03.015083
official_rag_prompt_engineering_20250807_112007,instructional,153,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,A non-deterministic Turing machine,universal turing machine,0.0,0.5714285714285715,0.5,3,2025-08-07T11:25:03.416202
official_rag_prompt_engineering_20250807_112007,instructional,154,What is the term given to algorithms that utilize random bits?,randomized algorithms,randomized algorithm,0.0,0.5,0.5,2,2025-08-07T11:25:03.891456
official_rag_prompt_engineering_20250807_112007,instructional,155,Turing machines are commonly employed to define what? ,complexity classes,intelligence,0.0,0.0,0.0,1,2025-08-07T11:25:04.217677
official_rag_prompt_engineering_20250807_112007,instructional,156,What are two factors that directly effect how powerful a Turing machine may or may not be?,time or space,intelligent behavior,0.0,0.0,0.0,2,2025-08-07T11:25:04.659660
official_rag_prompt_engineering_20250807_112007,instructional,157,"In the determination of complexity classes, what are two examples of types of Turing machines?","probabilistic Turing machines, non-deterministic Turing machines",universal,0.0,0.0,0.0,1,2025-08-07T11:25:05.077894
