experiment_id,template,template_purpose,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,26,When did Dyrrachium  fall to the Normans,When did Dyrrachium  fall to the Normans?,1082,10th century,0.0,0.0,0.0,2,2025-07-11T12:19:52.513375
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,27,How many men were in Robert's army,How many men were in Robert's army?,"30,000","1,000,000",0.0,0.0,0.0,1,2025-07-11T12:19:52.813268
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,28,Where did the Normans and Byzantines sign the peace treaty,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,2025-07-11T12:19:53.322739
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,29,Who was Robert's son,Who was Robert's son?,Bohemond,steffon,0.0,0.0,0.0,1,2025-07-11T12:19:53.624781
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,30,What river was Petrela located by,What river was Petrela located by?,Deabolis,river irwell,0.0,0.0,0.0,2,2025-07-11T12:19:53.949643
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,31,When did the Normans attack Dyrrachium,When did the Normans attack Dyrrachium?,1185,october 1174,0.0,0.0,0.0,2,2025-07-11T12:19:54.441310
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,32,What was the naval base called,What was the naval base called?,Dyrrachium,guantanamo bay naval base,0.0,0.0,0.0,4,2025-07-11T12:19:54.769849
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,33,Where was Dyrrachium located,Where was Dyrrachium located?,the Adriatic,canada,0.0,0.0,0.0,1,2025-07-11T12:19:55.488181
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,34,Who did Emma Marry,Who did Emma Marry?,King Ethelred II,will arnett,0.0,0.0,0.0,2,2025-07-11T12:19:56.304920
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,35,Who was Emma's brother,Who was Emma's brother?,Duke Richard II,bradley spencer,0.0,0.0,0.0,2,2025-07-11T12:19:57.157050
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,36,To where did Ethelred flee,To where did Ethelred flee?,Normandy,fled to be with ethelred,0.0,0.0,0.0,5,2025-07-11T12:19:58.160195
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,37,Who kicked Ethelred out,Who kicked Ethelred out?,Sweyn Forkbeard,howard,0.0,0.0,0.0,1,2025-07-11T12:19:58.866110
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,38,Who was Edward the Confessor's half-brother,Who was Edward the Confessor's half-brother?,Harthacnut,edmund irons,0.0,0.0,0.0,2,2025-07-11T12:19:59.714860
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,39,When did Edward return,When did Edward return?,1041,1357,0.0,0.0,0.0,1,2025-07-11T12:20:00.411611
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,40,Who did Edward make archbishop of Canterbury,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,himself,0.0,0.0,0.0,1,2025-07-11T12:20:00.766108
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,41,Where did Harold II die,Where did Harold II die?,Battle of Hastings,at the battle of hastings,0.0,0.7499999999999999,1.0,5,2025-07-11T12:20:01.043860
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,42,Who killed Harold II?,Who killed Harold II??,William II,william the conqueror,0.0,0.4,0.5,3,2025-07-11T12:20:01.324179
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,43,When was the Battle of Hastings,When was the Battle of Hastings?,1066,14 october 1066,0.0,0.5,1.0,3,2025-07-11T12:20:01.828153
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,44,Who was the ruling class ahead of the Normans,Who was the ruling class ahead of the Normans?,Anglo-Saxons,the bourgeoisie,0.0,0.0,0.0,2,2025-07-11T12:20:02.064350
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,45,What was the Anglo-Norman language's final form,What was the Anglo-Norman language's final form?,Modern English,middle english,0.0,0.5,0.5,2,2025-07-11T12:20:02.435074
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,46,In what year did the Norman's invade at Bannow Bay,In what year did the Norman's invade at Bannow Bay?,1169,1169,1.0,1.0,1.0,1,2025-07-11T12:20:02.846596
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,47,What country did the Normans invade in 1169,What country did the Normans invade in 1169?,Ireland,england,0.0,0.0,0.0,1,2025-07-11T12:20:03.056111
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,48,What culture did the Normans combine with in Ireland,What culture did the Normans combine with in Ireland?,Irish,irish,1.0,1.0,1.0,1,2025-07-11T12:20:03.410915
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,49,Who was Margaret's brother,Who was Margaret's brother?,Edgar,philip,0.0,0.0,0.0,1,2025-07-11T12:20:03.767494
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,50,Who was Margaret's husband,Who was Margaret's husband?,King Malcolm III of Scotland,hans schroeder,0.0,0.0,0.0,2,2025-07-11T12:20:04.237385
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,51,When was Scotland invaded by William,When was Scotland invaded by William?,1072,1612,0.0,0.0,0.0,1,2025-07-11T12:20:04.610787
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,52,Who was the hostage,Who was the hostage?,Duncan,thomas randolph,0.0,0.0,0.0,2,2025-07-11T12:20:04.875125
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,53,Who did Alexander I marry,Who did Alexander I marry?,Sybilla of Normandy,emma rooke,0.0,0.0,0.0,2,2025-07-11T12:20:05.350856
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,54,"What culture's arrival in Scotland is know as the ""Davidian Revolution""","What culture's arrival in Scotland is know as the ""Davidian Revolution""?",Norman,norman,1.0,1.0,1.0,1,2025-07-11T12:20:05.688050
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,55,Where was Ralph earl of,Where was Ralph earl of?,Hereford,east anglia,0.0,0.0,0.0,2,2025-07-11T12:20:05.938377
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,56,Who was Ralph in charge of being at war with,Who was Ralph in charge of being at war with?,the Welsh,u.s. army,0.0,0.0,0.0,2,2025-07-11T12:20:06.592577
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,57,Who made Ralph earl,Who made Ralph earl?,Edward the Confessor,ramsay,0.0,0.0,0.0,1,2025-07-11T12:20:07.264118
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,58,What country was under the control of Norman barons,What country was under the control of Norman barons?,Wales,england,0.0,0.0,0.0,1,2025-07-11T12:20:07.976322
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,59,What year did Roger de Tosny fail to accomplish what he set out to do,What year did Roger de Tosny fail to accomplish what he set out to do?,1018,1982,0.0,0.0,0.0,1,2025-07-11T12:20:08.867913
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,60,Who was in charge of the papal army in the War of Barbastro,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,pope alexander ii,0.0,0.0,0.0,3,2025-07-11T12:20:09.682910
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,61,When did the Siege of Antioch take place,When did the Siege of Antioch take place?,1097,1097 and 1098,0.0,0.5,1.0,3,2025-07-11T12:20:10.599070
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,62,What was the name of Bohemond's nephew,What was the name of Bohemond's nephew?,Tancred,jean - fréminet,0.0,0.0,0.0,3,2025-07-11T12:20:11.586638
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,63,What major conquest did Tancred play a roll in,What major conquest did Tancred play a roll in?,Jerusalem,british - iroquois victory,0.0,0.0,0.0,4,2025-07-11T12:20:11.938789
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,64,How long did Western Europe control Cyprus,How long did Western Europe control Cyprus?,380 years,1878 -- 79,0.0,0.0,0.0,3,2025-07-11T12:20:12.390726
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,65,What ruined Richard's plans to reach Acre,What ruined Richard's plans to reach Acre?,a storm,2018,0.0,0.0,0.0,1,2025-07-11T12:20:12.666664
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,66,Who was Richard's fiancee,Who was Richard's fiancee?,Berengaria,brittany baker,0.0,0.0,0.0,2,2025-07-11T12:20:12.982183
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,67,What year did the storm hit Richard's fleet,What year did the storm hit Richard's fleet?,1191,1794,0.0,0.0,0.0,1,2025-07-11T12:20:13.341900
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,68,Who ruled Cyprus in 1191,Who ruled Cyprus in 1191?,Isaac Komnenos,king richard i of england,0.0,0.0,0.0,5,2025-07-11T12:20:13.684142
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,69,Who was Guy's Rival,Who was Guy's Rival?,Conrad of Montferrat,ky markham,0.0,0.0,0.0,2,2025-07-11T12:20:13.869644
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,70,What were Isaac's chains made out of,What were Isaac's chains made out of?,silver,,0.0,0.0,0.0,0,2025-07-11T12:20:14.053789
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,71,Who led Richard's troops when Cyprus was conquered,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,2018,0.0,0.0,0.0,1,2025-07-11T12:20:14.392594
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,72,What continent are the Canarian Islands off the coast of,What continent are the Canarian Islands off the coast of?,Africa,western hemisphere,0.0,0.0,0.0,2,2025-07-11T12:20:14.761323
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,73,Who became the King of the Canary Islands,Who became the King of the Canary Islands?,Bethencourt,guipuzcoa,0.0,0.0,0.0,1,2025-07-11T12:20:14.965378
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,74,Who bought the rights,Who bought the rights?,Enrique Pérez de Guzmán,united artists,0.0,0.0,0.0,2,2025-07-11T12:20:15.401708
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,75,Who sold the rights,Who sold the rights?,Maciot de Bethencourt,who,0.0,0.0,0.0,1,2025-07-11T12:20:15.860948
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,76,Where are Jersey and Guernsey,Where are Jersey and Guernsey?,Channel Islands,normandy,0.0,0.0,0.0,1,2025-07-11T12:20:16.039650
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,77,How many customaries does Norman customary law have,How many customaries does Norman customary law have?,two,161,0.0,0.0,0.0,1,2025-07-11T12:20:16.332809
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,78,What is the Norman architecture idiom,What is the Norman architecture idiom?,Romanesque,norman transitional style,0.0,0.0,0.0,3,2025-07-11T12:20:16.780941
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,79,What kind of arches does Norman architecture have,What kind of arches does Norman architecture have?,rounded,grand arch,0.0,0.0,0.0,2,2025-07-11T12:20:17.015948
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,80,What architecture type came after Norman in England,What architecture type came after Norman in England?,Early Gothic,processional gateway ( propylon ),0.0,0.0,0.0,5,2025-07-11T12:20:17.563044
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,81,What architecture type came before Norman in England,What architecture type came before Norman in England?,Anglo-Saxon,romanesque,0.0,0.0,0.0,1,2025-07-11T12:20:17.903374
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,82,What place had the Norman Arab architectural style,What place had the Norman Arab architectural style?,Sicily,england,0.0,0.0,0.0,1,2025-07-11T12:20:18.531735
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,83,When did the church reform begin,When did the church reform begin?,early 11th century,1517,0.0,0.0,0.0,1,2025-07-11T12:20:19.394526
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,84,Who used the church to unify themselves,Who used the church to unify themselves?,dukes,native - born christians,0.0,0.0,0.0,4,2025-07-11T12:20:20.266808
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,85,When were the French wars of religion,When were the French wars of religion?,16th century,between 1562 and 1598,0.0,0.0,0.0,4,2025-07-11T12:20:21.170890
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,86,What kind of needlework was used in the creation of the Bayeux Tapestry,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidery,1.0,1.0,1.0,1,2025-07-11T12:20:21.929799
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,87,What is Norman art's most well known piece,What is Norman art's most well known piece?,Bayeux Tapestry,the battle of thermopylae,0.0,0.0,0.0,4,2025-07-11T12:20:22.956358
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,88,Who commissioned the Tapestry,Who commissioned the Tapestry?,Odo,bishop odo,0.0,0.6666666666666666,1.0,2,2025-07-11T12:20:23.270517
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,89,What is the most important type of Norman art preserved in churches,What is the most important type of Norman art preserved in churches?,mosaics,norman architecture,0.0,0.0,0.0,2,2025-07-11T12:20:23.627912
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,90,In what century did important classical music developments occur in Normandy,In what century did important classical music developments occur in Normandy?,11th,1790s,0.0,0.0,0.0,1,2025-07-11T12:20:24.069532
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,91,Who were the two abbots at Fécamp Abbey,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,richard ii,0.0,0.0,0.0,2,2025-07-11T12:20:24.377505
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,92,Where did the monks flee to,Where did the monks flee to?,southern Italy,italy,0.0,0.6666666666666666,0.5,1,2025-07-11T12:20:24.533232
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,93,What monastery did the Saint-Evroul monks establish in Italy,What monastery did the Saint-Evroul monks establish in Italy?,Latin monastery at Sant'Eufemia.,montepulciano,0.0,0.0,0.0,1,2025-07-11T12:20:25.052944
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,94,Who patronized the monks in Italy?,Who patronized the monks in Italy??,Robert Guiscard,rich and successful businessmen,0.0,0.0,0.0,4,2025-07-11T12:20:25.485632
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,95,What tradition were the Saint-Evroul monks known for,What tradition were the Saint-Evroul monks known for?,singing,aristotelianism,0.0,0.0,0.0,1,2025-07-11T12:20:25.692112
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,96,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,Computational complexity theory,computational complexity theory,1.0,1.0,1.0,3,2025-07-11T12:20:26.017195
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,97,By what main attribute are computational problems classified utilizing computational complexity theory?,By what main attribute are computational problems classified utilizing computational complexity theory??,inherent difficulty,inherent difficulty,1.0,1.0,1.0,2,2025-07-11T12:20:26.387877
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,98,What is the term for a task that generally lends itself to being solved by a computer,What is the term for a task that generally lends itself to being solved by a computer?,computational problems,algorithm,0.0,0.0,0.0,1,2025-07-11T12:20:26.641212
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,99,What measure of a computational problem broadly defines the inherent difficulty of the solution,What measure of a computational problem broadly defines the inherent difficulty of the solution?,if its solution requires significant resources,turing degree,0.0,0.0,0.0,2,2025-07-11T12:20:26.883761
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,100,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,mathematical models of computation,resource management,0.0,0.0,0.0,2,2025-07-11T12:20:27.284982
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,101,What are two basic primary resources used to guage complexity,What are two basic primary resources used to guage complexity?,time and storage,water,0.0,0.0,0.0,1,2025-07-11T12:20:27.604712
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,102,What unit is measured to determine circuit complexity,What unit is measured to determine circuit complexity?,number of gates in a circuit,,0.0,0.0,0.0,0,2025-07-11T12:20:27.781925
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,103,What practical role does defining the complexity of problems play in everyday computing,What practical role does defining the complexity of problems play in everyday computing?,determine the practical limits on what computers can and cannot do,improving the efficiency of an algorithm,0.0,0.11764705882352942,0.09090909090909091,6,2025-07-11T12:20:28.365117
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,104,What two fields of theoretical computer science closely mirror computational complexity theory,What two fields of theoretical computer science closely mirror computational complexity theory?,analysis of algorithms and computability theory,computability theory,0.0,0.5,0.3333333333333333,2,2025-07-11T12:20:28.549252
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,105,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,analysis of algorithms,empirical algorithmics,0.0,0.0,0.0,2,2025-07-11T12:20:28.870269
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,106,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem??,computational complexity theory,,0.0,0.0,0.0,0,2025-07-11T12:20:29.260025
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,107,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,optimization,0.0,0.0,0.0,1,2025-07-11T12:20:29.531779
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,108,What is the name given to the input string of a computational problem,What is the name given to the input string of a computational problem?,problem instance,initial state,0.0,0.0,0.0,2,2025-07-11T12:20:30.087797
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,109,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved?","In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved??",the problem,a problem,0.0,0.5,0.5,2,2025-07-11T12:20:30.789799
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,110,Is a problem instance typically characterized as abstract or concrete,Is a problem instance typically characterized as abstract or concrete?,concrete,concrete,1.0,1.0,1.0,1,2025-07-11T12:20:31.592081
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,111,What is another name for any given measure of input associated with a problem,What is another name for any given measure of input associated with a problem?,instances,data,0.0,0.0,0.0,1,2025-07-11T12:20:32.386860
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,112,What is the general term used to describe the output to any given input in a problem instance,What is the general term used to describe the output to any given input in a problem instance?,solution,output,0.0,0.0,0.0,1,2025-07-11T12:20:32.995829
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,113,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?,2000,,0.0,0.0,0.0,0,2025-07-11T12:20:33.604354
seven_template_20250711_121522,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,114,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,round trip through all sites in Milan,the battle of thermopylae,0.0,0.0,0.0,4,2025-07-11T12:20:34.627942
