experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp
targeted_fix_20250814_051741,retrieval_focused,15,Who was the Norse leader?,Rollo,bjorn ulvaeus,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:23.718033
targeted_fix_20250814_051741,retrieval_focused,16,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,SQuAD baseline,2025-08-14T05:23:24.084072
targeted_fix_20250814_051741,retrieval_focused,17,Who was the duke in the battle of Hastings?,William the Conqueror,william,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-08-14T05:23:24.676609
targeted_fix_20250814_051741,retrieval_focused,18,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:25.204614
targeted_fix_20250814_051741,retrieval_focused,19,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:25.559280
targeted_fix_20250814_051741,retrieval_focused,20,What is the original meaning of the word Norman?,Viking,north,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:26.143267
targeted_fix_20250814_051741,retrieval_focused,21,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:26.459596
targeted_fix_20250814_051741,retrieval_focused,22,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:26.752107
targeted_fix_20250814_051741,retrieval_focused,23,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,the franks,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:27.127836
targeted_fix_20250814_051741,retrieval_focused,24,What river originally bounded the Duchy,Seine,tennessee river,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:27.411605
targeted_fix_20250814_051741,retrieval_focused,25,Who upon arriving gave the original viking settlers a common identity?,Rollo,the inuit,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:27.668235
targeted_fix_20250814_051741,retrieval_focused,26,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:27.985402
targeted_fix_20250814_051741,retrieval_focused,27,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:28.296485
targeted_fix_20250814_051741,retrieval_focused,28,What was one of the Norman's major exports?,fighting horsemen,foodstuffs,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:28.554250
targeted_fix_20250814_051741,retrieval_focused,29,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,byzantine empire,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:28.937868
targeted_fix_20250814_051741,retrieval_focused,30,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:29.334669
targeted_fix_20250814_051741,retrieval_focused,31,When did Robert Crispin go up against the Turks?,1060s,1984,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:30.122349
targeted_fix_20250814_051741,retrieval_focused,32,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,factorials,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:31.357087
targeted_fix_20250814_051741,retrieval_focused,33,What was the name of the Norman castle?,Afranji,the château de caen,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:23:32.454070
targeted_fix_20250814_051741,retrieval_focused,34,Who was the leader when the Franks entered the Euphrates valley?,Oursel,,0.0,0.0,0.0,0,SQuAD baseline,2025-08-14T05:23:32.956096
targeted_fix_20250814_051741,retrieval_focused,35,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:33.599728
targeted_fix_20250814_051741,retrieval_focused,36,What were the origins of the Raouliii family?,Norman mercenary,byzantine origin,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:34.346328
targeted_fix_20250814_051741,retrieval_focused,37,What was the name of the count of Apulia ,Robert Guiscard,( last ) frederick iii,0.0,0.0,0.0,5,SQuAD baseline,2025-08-14T05:23:34.800434
targeted_fix_20250814_051741,retrieval_focused,38,When did Dyrrachium  fall to the Normans?,1082,true,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:35.352629
targeted_fix_20250814_051741,retrieval_focused,39,How many men were in Robert's army?,"30,000","about 100,000 and 150,000",0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:23:35.895958
targeted_fix_20250814_051741,retrieval_focused,40,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:36.360151
targeted_fix_20250814_051741,retrieval_focused,41,Who was Robert's son?,Bohemond,robert's son,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:37.024630
targeted_fix_20250814_051741,retrieval_focused,42,What river was Petrela located by?,Deabolis,river sita,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:37.411136
targeted_fix_20250814_051741,retrieval_focused,43,When did the Normans attack Dyrrachium?,1185,2003,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:37.708331
targeted_fix_20250814_051741,retrieval_focused,44,What was the naval base called?,Dyrrachium,naval station guantanamo bay,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:23:38.111017
targeted_fix_20250814_051741,retrieval_focused,45,Where was Dyrrachium located?,the Adriatic,north - western asia,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:23:38.762741
targeted_fix_20250814_051741,retrieval_focused,46,Who did Emma Marry?,King Ethelred II,matt willis,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:39.307840
targeted_fix_20250814_051741,retrieval_focused,47,Who was Emma's brother?,Duke Richard II,bryce gheisar,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:39.689795
targeted_fix_20250814_051741,retrieval_focused,48,To where did Ethelred flee?,Normandy,britain,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:40.078763
targeted_fix_20250814_051741,retrieval_focused,49,Who kicked Ethelred out?,Sweyn Forkbeard,the undertaker,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:40.692602
targeted_fix_20250814_051741,knowledge_synthesis,0,What is the capital of France?,Paris,paris,1.0,1.0,1.0,1,Simple fact - retrieval should help,2025-08-14T05:23:41.353215
targeted_fix_20250814_051741,knowledge_synthesis,1,Who wrote Romeo and Juliet?,William Shakespeare,who?,0.0,0.0,0.0,1,Basic fact - retrieval should be clear,2025-08-14T05:23:41.894353
targeted_fix_20250814_051741,knowledge_synthesis,2,What is 2 plus 2?,4,factorials n!,0.0,0.0,0.0,2,Simple math - should be straightforward,2025-08-14T05:23:42.589706
targeted_fix_20250814_051741,knowledge_synthesis,3,What is photosynthesis?,process where plants make food from sunlight,"plants, algae and cyanobacteria",0.0,0.0,0.0,4,Knowledge synthesis should explain better,2025-08-14T05:23:43.462089
targeted_fix_20250814_051741,knowledge_synthesis,4,How do computers work?,they process information using electrical circuits,problem / problem / solution,0.0,0.0,0.0,5,Synthesis should give better explanation,2025-08-14T05:23:44.411817
targeted_fix_20250814_051741,knowledge_synthesis,5,Name three colors,red blue green,,0.0,0.0,0.0,0,Clear instruction should structure answer,2025-08-14T05:23:44.718656
targeted_fix_20250814_051741,knowledge_synthesis,6,List two animals,cat dog,cat,0.0,0.6666666666666666,0.5,1,Clear instruction should help with listing,2025-08-14T05:23:45.013652
targeted_fix_20250814_051741,knowledge_synthesis,7,Why is water important?,essential for life and survival,data visuali zation,0.0,0.0,0.0,3,Context should provide better reasoning,2025-08-14T05:23:45.434359
targeted_fix_20250814_051741,knowledge_synthesis,8,What makes plants green?,chlorophyll,what makes plants green,0.0,0.0,0.0,4,Context should identify specific cause,2025-08-14T05:23:46.291127
targeted_fix_20250814_051741,knowledge_synthesis,9,Is the Earth round?,yes,what turns you on?,0.0,0.0,0.0,4,Direct confidence should be clear,2025-08-14T05:23:46.968226
targeted_fix_20250814_051741,knowledge_synthesis,10,Do birds fly?,yes,do you like sex?,0.0,0.0,0.0,4,Direct answer should be confident,2025-08-14T05:23:47.471381
targeted_fix_20250814_051741,knowledge_synthesis,11,What are the primary colors?,red yellow blue,blue,0.0,0.5,0.3333333333333333,1,Structure should organize the list,2025-08-14T05:23:47.707417
targeted_fix_20250814_051741,knowledge_synthesis,12,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,SQuAD baseline,2025-08-14T05:23:48.017581
targeted_fix_20250814_051741,knowledge_synthesis,13,When were the Normans in Normandy?,10th and 11th centuries,10th century -- 15th century,0.0,0.25,0.25,5,SQuAD baseline,2025-08-14T05:23:48.417859
targeted_fix_20250814_051741,knowledge_synthesis,14,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:48.694935
targeted_fix_20250814_051741,knowledge_synthesis,15,Who was the Norse leader?,Rollo,who was the norse leader,0.0,0.0,0.0,5,SQuAD baseline,2025-08-14T05:23:49.072349
targeted_fix_20250814_051741,knowledge_synthesis,16,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,SQuAD baseline,2025-08-14T05:23:49.406143
targeted_fix_20250814_051741,knowledge_synthesis,17,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:23:49.810567
targeted_fix_20250814_051741,knowledge_synthesis,18,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:50.210047
targeted_fix_20250814_051741,knowledge_synthesis,19,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:50.477936
targeted_fix_20250814_051741,knowledge_synthesis,20,What is the original meaning of the word Norman?,Viking,data visuali zation,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:51.318605
targeted_fix_20250814_051741,knowledge_synthesis,21,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:51.834650
targeted_fix_20250814_051741,knowledge_synthesis,22,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:52.507814
targeted_fix_20250814_051741,knowledge_synthesis,23,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,patrick alexander russell,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:53.870344
targeted_fix_20250814_051741,knowledge_synthesis,24,What river originally bounded the Duchy,Seine,tennessee river,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:54.913758
targeted_fix_20250814_051741,knowledge_synthesis,25,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Normans,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:55.505899
targeted_fix_20250814_051741,knowledge_synthesis,26,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:55.884423
targeted_fix_20250814_051741,knowledge_synthesis,27,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:56.287563
targeted_fix_20250814_051741,knowledge_synthesis,28,What was one of the Norman's major exports?,fighting horsemen,"266,827",0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:56.803994
targeted_fix_20250814_051741,knowledge_synthesis,29,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,byzantine empire,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:57.562135
targeted_fix_20250814_051741,knowledge_synthesis,30,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:57.907610
targeted_fix_20250814_051741,knowledge_synthesis,31,When did Robert Crispin go up against the Turks?,1060s,robert crispin's diary,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:23:58.270415
targeted_fix_20250814_051741,knowledge_synthesis,32,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,british empire,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:58.583667
targeted_fix_20250814_051741,knowledge_synthesis,33,What was the name of the Norman castle?,Afranji,,0.0,0.0,0.0,0,SQuAD baseline,2025-08-14T05:23:58.816634
targeted_fix_20250814_051741,knowledge_synthesis,34,Who was the leader when the Franks entered the Euphrates valley?,Oursel,2018,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:59.040746
targeted_fix_20250814_051741,knowledge_synthesis,35,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:23:59.337558
targeted_fix_20250814_051741,knowledge_synthesis,36,What were the origins of the Raouliii family?,Norman mercenary,byzantine origin,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:23:59.642470
targeted_fix_20250814_051741,knowledge_synthesis,37,What was the name of the count of Apulia ,Robert Guiscard,,0.0,0.0,0.0,0,SQuAD baseline,2025-08-14T05:23:59.942431
targeted_fix_20250814_051741,knowledge_synthesis,38,When did Dyrrachium  fall to the Normans?,1082,1970s,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:00.704542
targeted_fix_20250814_051741,knowledge_synthesis,39,How many men were in Robert's army?,"30,000","1,250,000 men",0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:01.615066
targeted_fix_20250814_051741,knowledge_synthesis,40,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:02.353143
targeted_fix_20250814_051741,knowledge_synthesis,41,Who was Robert's son?,Bohemond,,0.0,0.0,0.0,0,SQuAD baseline,2025-08-14T05:24:02.848785
targeted_fix_20250814_051741,knowledge_synthesis,42,What river was Petrela located by?,Deabolis,river sita,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:03.598067
targeted_fix_20250814_051741,knowledge_synthesis,43,When did the Normans attack Dyrrachium?,1185,2018,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:04.168047
targeted_fix_20250814_051741,knowledge_synthesis,44,What was the naval base called?,Dyrrachium,Guantanamo bay naval base,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:04.938452
targeted_fix_20250814_051741,knowledge_synthesis,45,Where was Dyrrachium located?,the Adriatic,the earth's crust,0.0,0.4,0.5,3,SQuAD baseline,2025-08-14T05:24:05.383878
targeted_fix_20250814_051741,knowledge_synthesis,46,Who did Emma Marry?,King Ethelred II,theo,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:05.850935
targeted_fix_20250814_051741,knowledge_synthesis,47,Who was Emma's brother?,Duke Richard II,madhavrao,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:06.370033
targeted_fix_20250814_051741,knowledge_synthesis,48,To where did Ethelred flee?,Normandy,to the netherlands,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:24:06.788426
targeted_fix_20250814_051741,knowledge_synthesis,49,Who kicked Ethelred out?,Sweyn Forkbeard,ethelred,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:07.540185
targeted_fix_20250814_051741,instructional_clear,0,What is the capital of France?,Paris,paris,1.0,1.0,1.0,1,Simple fact - retrieval should help,2025-08-14T05:24:08.273804
targeted_fix_20250814_051741,instructional_clear,1,Who wrote Romeo and Juliet?,William Shakespeare,william shakespeare,1.0,1.0,1.0,2,Basic fact - retrieval should be clear,2025-08-14T05:24:08.573596
targeted_fix_20250814_051741,instructional_clear,2,What is 2 plus 2?,4,the question,0.0,0.0,0.0,2,Simple math - should be straightforward,2025-08-14T05:24:08.899677
targeted_fix_20250814_051741,instructional_clear,3,What is photosynthesis?,process where plants make food from sunlight,photosynthesis,0.0,0.0,0.0,1,Knowledge synthesis should explain better,2025-08-14T05:24:09.230699
targeted_fix_20250814_051741,instructional_clear,4,How do computers work?,they process information using electrical circuits,what turns you on?,0.0,0.0,0.0,4,Synthesis should give better explanation,2025-08-14T05:24:09.568588
targeted_fix_20250814_051741,instructional_clear,5,Name three colors,red blue green,blue,0.0,0.5,0.3333333333333333,1,Clear instruction should structure answer,2025-08-14T05:24:09.816637
targeted_fix_20250814_051741,instructional_clear,6,List two animals,cat dog,cat,0.0,0.6666666666666666,0.5,1,Clear instruction should help with listing,2025-08-14T05:24:10.090099
targeted_fix_20250814_051741,instructional_clear,7,Why is water important?,essential for life and survival,for all known forms of life,0.0,0.3636363636363636,0.4,6,Context should provide better reasoning,2025-08-14T05:24:10.444546
targeted_fix_20250814_051741,instructional_clear,8,What makes plants green?,chlorophyll,what turns you on?,0.0,0.0,0.0,4,Context should identify specific cause,2025-08-14T05:24:10.996549
targeted_fix_20250814_051741,instructional_clear,9,Is the Earth round?,yes,the question,0.0,0.0,0.0,2,Direct confidence should be clear,2025-08-14T05:24:11.624110
targeted_fix_20250814_051741,instructional_clear,10,Do birds fly?,yes,,0.0,0.0,0.0,0,Direct answer should be confident,2025-08-14T05:24:12.112364
targeted_fix_20250814_051741,instructional_clear,11,What are the primary colors?,red yellow blue,red,0.0,0.5,0.3333333333333333,1,Structure should organize the list,2025-08-14T05:24:12.587644
targeted_fix_20250814_051741,instructional_clear,12,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,SQuAD baseline,2025-08-14T05:24:13.260800
targeted_fix_20250814_051741,instructional_clear,13,When were the Normans in Normandy?,10th and 11th centuries,during the trojan war,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:14.110758
targeted_fix_20250814_051741,instructional_clear,14,From which countries did the Norse originate?,"Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,SQuAD baseline,2025-08-14T05:24:14.831354
targeted_fix_20250814_051741,instructional_clear,15,Who was the Norse leader?,Rollo,the question,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:15.653594
targeted_fix_20250814_051741,instructional_clear,16,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,SQuAD baseline,2025-08-14T05:24:16.310300
targeted_fix_20250814_051741,instructional_clear,17,Who was the duke in the battle of Hastings?,William the Conqueror,the duke of normandy,0.0,0.28571428571428575,0.3333333333333333,4,SQuAD baseline,2025-08-14T05:24:16.822366
targeted_fix_20250814_051741,instructional_clear,18,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:24:17.776664
targeted_fix_20250814_051741,instructional_clear,19,What religion were the Normans,Catholic,islam,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:18.105588
targeted_fix_20250814_051741,instructional_clear,20,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:18.464598
targeted_fix_20250814_051741,instructional_clear,21,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:18.812105
targeted_fix_20250814_051741,instructional_clear,22,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:19.145207
targeted_fix_20250814_051741,instructional_clear,23,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-08-14T05:24:19.484550
targeted_fix_20250814_051741,instructional_clear,24,What river originally bounded the Duchy,Seine,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:20.164125
targeted_fix_20250814_051741,instructional_clear,25,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Normans,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:20.813437
targeted_fix_20250814_051741,instructional_clear,26,What was the Norman religion?,Catholicism,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:21.513612
targeted_fix_20250814_051741,instructional_clear,27,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:22.126718
targeted_fix_20250814_051741,instructional_clear,28,What was one of the Norman's major exports?,fighting horsemen,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:22.820810
targeted_fix_20250814_051741,instructional_clear,29,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,byzantine empire,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:23.889113
targeted_fix_20250814_051741,instructional_clear,30,When did Herve serve as a Byzantine general?,1050s,602 -- 603,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:24:24.823380
targeted_fix_20250814_051741,instructional_clear,31,When did Robert Crispin go up against the Turks?,1060s,robert crispin and the turks,0.0,0.0,0.0,5,SQuAD baseline,2025-08-14T05:24:25.364587
targeted_fix_20250814_051741,instructional_clear,32,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,can you please provide a clear answer,0.0,0.0,0.0,7,SQuAD baseline,2025-08-14T05:24:25.885451
targeted_fix_20250814_051741,instructional_clear,33,What was the name of the Norman castle?,Afranji,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:26.645707
targeted_fix_20250814_051741,instructional_clear,34,Who was the leader when the Franks entered the Euphrates valley?,Oursel,roosevelt,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:27.385746
targeted_fix_20250814_051741,instructional_clear,35,Who did the Normans team up with in Anatolia?,Turkish forces,turkey,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:28.045617
targeted_fix_20250814_051741,instructional_clear,36,What were the origins of the Raouliii family?,Norman mercenary,"normandy, france",0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:28.560208
targeted_fix_20250814_051741,instructional_clear,37,What was the name of the count of Apulia ,Robert Guiscard,lord canning,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:28.926909
targeted_fix_20250814_051741,instructional_clear,38,When did Dyrrachium  fall to the Normans?,1082,what happened to dyrrachium?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:29.460586
targeted_fix_20250814_051741,instructional_clear,39,How many men were in Robert's army?,"30,000","1,000,000",0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:29.909224
targeted_fix_20250814_051741,instructional_clear,40,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,constantinople,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:30.289752
targeted_fix_20250814_051741,instructional_clear,41,Who was Robert's son?,Bohemond,", andrew",0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:30.968404
targeted_fix_20250814_051741,instructional_clear,42,What river was Petrela located by?,Deabolis,river sitka,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:31.641005
targeted_fix_20250814_051741,instructional_clear,43,When did the Normans attack Dyrrachium?,1185,2003,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:32.201251
targeted_fix_20250814_051741,instructional_clear,44,What was the naval base called?,Dyrrachium,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:32.505120
targeted_fix_20250814_051741,instructional_clear,45,Where was Dyrrachium located?,the Adriatic,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:32.811990
targeted_fix_20250814_051741,instructional_clear,46,Who did Emma Marry?,King Ethelred II,Admiral horatio nelson,0.0,0.0,0.0,3,SQuAD baseline,2025-08-14T05:24:33.141211
targeted_fix_20250814_051741,instructional_clear,47,Who was Emma's brother?,Duke Richard II,the question,0.0,0.0,0.0,2,SQuAD baseline,2025-08-14T05:24:33.444542
targeted_fix_20250814_051741,instructional_clear,48,To where did Ethelred flee?,Normandy,to return to england,0.0,0.0,0.0,4,SQuAD baseline,2025-08-14T05:24:33.746160
targeted_fix_20250814_051741,instructional_clear,49,Who kicked Ethelred out?,Sweyn Forkbeard,parliament,0.0,0.0,0.0,1,SQuAD baseline,2025-08-14T05:24:34.003590
targeted_fix_20250814_051741,context_guided,0,What is the capital of France?,Paris,paris,1.0,1.0,1.0,1,Simple fact - retrieval should help,2025-08-14T05:24:34.278647
targeted_fix_20250814_051741,context_guided,1,Who wrote Romeo and Juliet?,William Shakespeare,,0.0,0.0,0.0,0,Basic fact - retrieval should be clear,2025-08-14T05:24:34.482697
targeted_fix_20250814_051741,context_guided,2,What is 2 plus 2?,4,what turns you on?,0.0,0.0,0.0,4,Simple math - should be straightforward,2025-08-14T05:24:34.784934
targeted_fix_20250814_051741,context_guided,3,What is photosynthesis?,process where plants make food from sunlight,,0.0,0.0,0.0,0,Knowledge synthesis should explain better,2025-08-14T05:24:35.005640
