experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
official_rag_prompt_engineering_20250705_173534,instructional,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,,0.0,0.0,0.0,0,2025-07-05T17:38:57.141331
official_rag_prompt_engineering_20250705_173534,expert_role,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:38:57.270189
official_rag_prompt_engineering_20250705_173534,expert_role,1,When were the Normans in Normandy?,10th and 11th centuries,3rd century bc,0.0,0.0,0.0,3,2025-07-05T17:38:57.433966
official_rag_prompt_engineering_20250705_173534,expert_role,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-05T17:38:57.583146
official_rag_prompt_engineering_20250705_173534,expert_role,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T17:38:57.772015
official_rag_prompt_engineering_20250705_173534,expert_role,4,What century did the Normans first gain their separate identity?,10th century,1876,0.0,0.0,0.0,1,2025-07-05T17:38:57.901423
official_rag_prompt_engineering_20250705_173534,expert_role,5,Who was the duke in the battle of Hastings?,William the Conqueror,duke of normandy,0.0,0.0,0.0,3,2025-07-05T17:38:58.074235
official_rag_prompt_engineering_20250705_173534,expert_role,6,Who ruled the duchy of Normandy,Richard I,who ruled the duchy of normandy,0.0,0.0,0.0,6,2025-07-05T17:38:58.271843
official_rag_prompt_engineering_20250705_173534,expert_role,7,What religion were the Normans,Catholic,normans,0.0,0.0,0.0,1,2025-07-05T17:38:58.413717
official_rag_prompt_engineering_20250705_173534,expert_role,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T17:38:58.573813
official_rag_prompt_engineering_20250705_173534,expert_role,9,When was the Latin version of the word Norman first recorded?,9th century,2018,0.0,0.0,0.0,1,2025-07-05T17:38:58.695487
official_rag_prompt_engineering_20250705_173534,expert_role,10,When was the Duchy of Normandy founded?,911,973,0.0,0.0,0.0,1,2025-07-05T17:38:58.823159
official_rag_prompt_engineering_20250705_173534,expert_role,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,,0.0,0.0,0.0,0,2025-07-05T17:38:58.953836
official_rag_prompt_engineering_20250705_173534,expert_role,12,What river originally bounded the Duchy,Seine,archimedes,0.0,0.0,0.0,1,2025-07-05T17:38:59.163978
official_rag_prompt_engineering_20250705_173534,expert_role,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,dr. marcel - jérôme rigollot,0.0,0.0,0.0,5,2025-07-05T17:38:59.382441
official_rag_prompt_engineering_20250705_173534,expert_role,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T17:38:59.540682
official_rag_prompt_engineering_20250705_173534,expert_role,15,What part of France were the Normans located?,north,what is now france,0.0,0.0,0.0,4,2025-07-05T17:38:59.696947
official_rag_prompt_engineering_20250705_173534,expert_role,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T17:38:59.812969
official_rag_prompt_engineering_20250705_173534,expert_role,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,canada,0.0,0.0,0.0,1,2025-07-05T17:38:59.973631
official_rag_prompt_engineering_20250705_173534,expert_role,18,When did Herve serve as a Byzantine general?,1050s,2004 -- 05,0.0,0.0,0.0,3,2025-07-05T17:39:00.109303
official_rag_prompt_engineering_20250705_173534,expert_role,19,When did Robert Crispin go up against the Turks?,1060s,robert crispin,0.0,0.0,0.0,2,2025-07-05T17:39:00.278495
official_rag_prompt_engineering_20250705_173534,expert_role,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,", as an expert on roussel de bailleul",0.0,0.0,0.0,8,2025-07-05T17:39:00.494300
official_rag_prompt_engineering_20250705_173534,precise_instruction,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:39:00.626684
official_rag_prompt_engineering_20250705_173534,precise_instruction,1,When were the Normans in Normandy?,10th and 11th centuries,between the 10th and 13th centuries,0.0,0.6,0.75,6,2025-07-05T17:39:00.803162
official_rag_prompt_engineering_20250705_173534,precise_instruction,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T17:39:00.946308
official_rag_prompt_engineering_20250705_173534,precise_instruction,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T17:39:01.118730
official_rag_prompt_engineering_20250705_173534,precise_instruction,4,What century did the Normans first gain their separate identity?,10th century,the 17th century,0.0,0.4,0.5,3,2025-07-05T17:39:01.285934
official_rag_prompt_engineering_20250705_173534,precise_instruction,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T17:39:01.454463
official_rag_prompt_engineering_20250705_173534,precise_instruction,6,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,2025-07-05T17:39:01.630859
official_rag_prompt_engineering_20250705_173534,precise_instruction,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T17:39:01.768879
official_rag_prompt_engineering_20250705_173534,precise_instruction,8,What is the original meaning of the word Norman?,Viking,`` normal '',0.0,0.0,0.0,3,2025-07-05T17:39:01.917707
official_rag_prompt_engineering_20250705_173534,precise_instruction,9,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,2025-07-05T17:39:02.065665
official_rag_prompt_engineering_20250705_173534,precise_instruction,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T17:39:02.210624
official_rag_prompt_engineering_20250705_173534,precise_instruction,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles,0.0,0.5,0.3333333333333333,1,2025-07-05T17:39:02.364818
official_rag_prompt_engineering_20250705_173534,precise_instruction,12,What river originally bounded the Duchy,Seine,mississippi river,0.0,0.0,0.0,2,2025-07-05T17:39:02.525117
official_rag_prompt_engineering_20250705_173534,precise_instruction,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the,0.0,0.0,0.0,1,2025-07-05T17:39:02.662022
official_rag_prompt_engineering_20250705_173534,precise_instruction,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T17:39:02.837121
official_rag_prompt_engineering_20250705_173534,precise_instruction,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T17:39:02.998137
official_rag_prompt_engineering_20250705_173534,precise_instruction,16,What was one of the Norman's major exports?,fighting horsemen,petroleum,0.0,0.0,0.0,1,2025-07-05T17:39:03.139049
official_rag_prompt_engineering_20250705_173534,precise_instruction,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the seljuk turks,0.0,0.8,1.0,3,2025-07-05T17:39:03.326164
official_rag_prompt_engineering_20250705_173534,precise_instruction,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T17:39:03.471312
official_rag_prompt_engineering_20250705_173534,precise_instruction,19,When did Robert Crispin go up against the Turks?,1060s,the battle of thermopylae,0.0,0.0,0.0,4,2025-07-05T17:39:03.687692
official_rag_prompt_engineering_20250705_173534,precise_instruction,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,how / why,0.0,0.0,0.0,3,2025-07-05T17:39:03.849546
official_rag_prompt_engineering_20250705_173534,context_emphasis,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:39:03.988409
official_rag_prompt_engineering_20250705_173534,context_emphasis,1,When were the Normans in Normandy?,10th and 11th centuries,10th century -- 15th century,0.0,0.25,0.25,5,2025-07-05T17:39:04.175437
official_rag_prompt_engineering_20250705_173534,context_emphasis,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T17:39:04.329386
official_rag_prompt_engineering_20250705_173534,context_emphasis,3,Who was the Norse leader?,Rollo,who was / was not,0.0,0.0,0.0,5,2025-07-05T17:39:04.510786
official_rag_prompt_engineering_20250705_173534,context_emphasis,4,What century did the Normans first gain their separate identity?,10th century,the 10th century,0.0,0.8,1.0,3,2025-07-05T17:39:04.696796
official_rag_prompt_engineering_20250705_173534,context_emphasis,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T17:39:04.886656
official_rag_prompt_engineering_20250705_173534,context_emphasis,6,Who ruled the duchy of Normandy,Richard I,king charles iii of west francia,0.0,0.0,0.0,6,2025-07-05T17:39:05.085683
official_rag_prompt_engineering_20250705_173534,context_emphasis,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T17:39:05.245072
official_rag_prompt_engineering_20250705_173534,context_emphasis,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T17:39:05.452611
official_rag_prompt_engineering_20250705_173534,context_emphasis,9,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,2025-07-05T17:39:05.618164
official_rag_prompt_engineering_20250705_173534,context_emphasis,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T17:39:05.784600
official_rag_prompt_engineering_20250705_173534,context_emphasis,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles the simple,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-05T17:39:05.944896
official_rag_prompt_engineering_20250705_173534,context_emphasis,12,What river originally bounded the Duchy,Seine,tennessee river,0.0,0.0,0.0,2,2025-07-05T17:39:06.109137
official_rag_prompt_engineering_20250705_173534,context_emphasis,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Normans,0.0,0.0,0.0,2,2025-07-05T17:39:06.270446
official_rag_prompt_engineering_20250705_173534,context_emphasis,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T17:39:06.448904
official_rag_prompt_engineering_20250705_173534,context_emphasis,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T17:39:06.617320
official_rag_prompt_engineering_20250705_173534,context_emphasis,16,What was one of the Norman's major exports?,fighting horsemen,foodstuffs,0.0,0.0,0.0,1,2025-07-05T17:39:06.777576
official_rag_prompt_engineering_20250705_173534,context_emphasis,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the pechenegs,0.0,0.0,0.0,2,2025-07-05T17:39:06.954375
official_rag_prompt_engineering_20250705_173534,context_emphasis,18,When did Herve serve as a Byzantine general?,1050s,552 -- 553,0.0,0.0,0.0,3,2025-07-05T17:39:07.119201
official_rag_prompt_engineering_20250705_173534,context_emphasis,19,When did Robert Crispin go up against the Turks?,1060s,2018,0.0,0.0,0.0,1,2025-07-05T17:39:07.239658
official_rag_prompt_engineering_20250705_173534,context_emphasis,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,madame bertrand barère,0.0,0.0,0.0,3,2025-07-05T17:39:07.443499
official_rag_prompt_engineering_20250705_173534,basic,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:39:07.595852
official_rag_prompt_engineering_20250705_173534,basic,1,When were the Normans in Normandy?,10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-05T17:39:07.768692
official_rag_prompt_engineering_20250705_173534,basic,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",sweden,0.0,0.0,0.0,1,2025-07-05T17:39:07.917360
official_rag_prompt_engineering_20250705_173534,basic,3,Who was the Norse leader?,Rollo,cnut,0.0,0.0,0.0,1,2025-07-05T17:39:08.073427
official_rag_prompt_engineering_20250705_173534,basic,4,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,2025-07-05T17:39:08.246914
official_rag_prompt_engineering_20250705_173534,basic,5,Who was the duke in the battle of Hastings?,William the Conqueror,william,0.0,0.5,0.3333333333333333,1,2025-07-05T17:39:08.425159
official_rag_prompt_engineering_20250705_173534,basic,6,Who ruled the duchy of Normandy,Richard I,king charles iii of west francia,0.0,0.0,0.0,6,2025-07-05T17:39:08.605973
official_rag_prompt_engineering_20250705_173534,basic,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T17:39:08.741389
official_rag_prompt_engineering_20250705_173534,basic,8,What is the original meaning of the word Norman?,Viking,north,0.0,0.0,0.0,1,2025-07-05T17:39:08.891012
official_rag_prompt_engineering_20250705_173534,basic,9,When was the Latin version of the word Norman first recorded?,9th century,1024,0.0,0.0,0.0,1,2025-07-05T17:39:09.035897
official_rag_prompt_engineering_20250705_173534,basic,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T17:39:09.189137
official_rag_prompt_engineering_20250705_173534,basic,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles the simple,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-05T17:39:09.375079
official_rag_prompt_engineering_20250705_173534,basic,12,What river originally bounded the Duchy,Seine,elbe,0.0,0.0,0.0,1,2025-07-05T17:39:09.523441
official_rag_prompt_engineering_20250705_173534,basic,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the byzantines,0.0,0.0,0.0,2,2025-07-05T17:39:09.689989
official_rag_prompt_engineering_20250705_173534,basic,14,What was the Norman religion?,Catholicism,catholicism,1.0,1.0,1.0,1,2025-07-05T17:39:09.827872
official_rag_prompt_engineering_20250705_173534,basic,15,What part of France were the Normans located?,north,west france,0.0,0.0,0.0,2,2025-07-05T17:39:09.964917
official_rag_prompt_engineering_20250705_173534,basic,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T17:39:10.093011
official_rag_prompt_engineering_20250705_173534,basic,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,hohenstaufen,0.0,0.0,0.0,1,2025-07-05T17:39:10.252450
official_rag_prompt_engineering_20250705_173534,basic,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T17:39:10.420938
official_rag_prompt_engineering_20250705_173534,basic,19,When did Robert Crispin go up against the Turks?,1060s,862,0.0,0.0,0.0,1,2025-07-05T17:39:10.560583
official_rag_prompt_engineering_20250705_173534,basic,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,henshaw,0.0,0.0,0.0,1,2025-07-05T17:39:10.741906
official_rag_prompt_engineering_20250705_173534,knowledge_based,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:39:10.885738
official_rag_prompt_engineering_20250705_173534,knowledge_based,1,When were the Normans in Normandy?,10th and 11th centuries,10th century -- 15th century,0.0,0.25,0.25,5,2025-07-05T17:39:11.061849
official_rag_prompt_engineering_20250705_173534,knowledge_based,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T17:39:11.215569
official_rag_prompt_engineering_20250705_173534,knowledge_based,3,Who was the Norse leader?,Rollo,problem : who was the norse leader,0.0,0.0,0.0,7,2025-07-05T17:39:11.424334
official_rag_prompt_engineering_20250705_173534,knowledge_based,4,What century did the Normans first gain their separate identity?,10th century,the early 16th century,0.0,0.3333333333333333,0.5,4,2025-07-05T17:39:11.582249
official_rag_prompt_engineering_20250705_173534,knowledge_based,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T17:39:11.755727
official_rag_prompt_engineering_20250705_173534,knowledge_based,6,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,2025-07-05T17:39:11.937495
official_rag_prompt_engineering_20250705_173534,knowledge_based,7,What religion were the Normans,Catholic,islam,0.0,0.0,0.0,1,2025-07-05T17:39:12.090940
official_rag_prompt_engineering_20250705_173534,knowledge_based,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T17:39:12.246596
official_rag_prompt_engineering_20250705_173534,knowledge_based,9,When was the Latin version of the word Norman first recorded?,9th century,sometime before 1982,0.0,0.0,0.0,3,2025-07-05T17:39:12.406741
official_rag_prompt_engineering_20250705_173534,knowledge_based,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T17:39:12.560984
official_rag_prompt_engineering_20250705_173534,knowledge_based,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,bảo đại,0.0,0.0,0.0,2,2025-07-05T17:39:12.838592
official_rag_prompt_engineering_20250705_173534,knowledge_based,12,What river originally bounded the Duchy,Seine,rhode island,0.0,0.0,0.0,2,2025-07-05T17:39:12.982803
official_rag_prompt_engineering_20250705_173534,knowledge_based,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Peaks,0.0,0.0,0.0,2,2025-07-05T17:39:13.120725
official_rag_prompt_engineering_20250705_173534,knowledge_based,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T17:39:13.262038
official_rag_prompt_engineering_20250705_173534,knowledge_based,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T17:39:13.417898
official_rag_prompt_engineering_20250705_173534,knowledge_based,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T17:39:13.569089
official_rag_prompt_engineering_20250705_173534,knowledge_based,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the byzantine empire,0.0,0.0,0.0,3,2025-07-05T17:39:13.724704
official_rag_prompt_engineering_20250705_173534,knowledge_based,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T17:39:13.887191
official_rag_prompt_engineering_20250705_173534,knowledge_based,19,When did Robert Crispin go up against the Turks?,1060s,robert crispin and the turks,0.0,0.0,0.0,5,2025-07-05T17:39:14.093994
official_rag_prompt_engineering_20250705_173534,knowledge_based,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,jesus,0.0,0.0,0.0,1,2025-07-05T17:39:14.248380
official_rag_prompt_engineering_20250705_173534,confident,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T17:39:14.377058
official_rag_prompt_engineering_20250705_173534,confident,1,When were the Normans in Normandy?,10th and 11th centuries,3rd century -- 17th century,0.0,0.0,0.0,5,2025-07-05T17:39:14.552707
official_rag_prompt_engineering_20250705_173534,confident,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",norway,0.0,0.4,0.25,1,2025-07-05T17:39:14.705649
official_rag_prompt_engineering_20250705_173534,confident,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T17:39:14.863031
official_rag_prompt_engineering_20250705_173534,confident,4,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,2025-07-05T17:39:15.033091
official_rag_prompt_engineering_20250705_173534,confident,5,Who was the duke in the battle of Hastings?,William the Conqueror,norman,0.0,0.0,0.0,1,2025-07-05T17:39:15.207424
official_rag_prompt_engineering_20250705_173534,confident,6,Who ruled the duchy of Normandy,Richard I,charles - charles,0.0,0.0,0.0,3,2025-07-05T17:39:15.363197
official_rag_prompt_engineering_20250705_173534,confident,7,What religion were the Normans,Catholic,normanism,0.0,0.0,0.0,1,2025-07-05T17:39:15.504296
official_rag_prompt_engineering_20250705_173534,confident,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T17:39:15.667819
official_rag_prompt_engineering_20250705_173534,confident,9,When was the Latin version of the word Norman first recorded?,9th century,the late eighth century,0.0,0.3333333333333333,0.5,4,2025-07-05T17:39:15.827891
official_rag_prompt_engineering_20250705_173534,confident,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T17:39:15.953082
official_rag_prompt_engineering_20250705_173534,confident,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,the franks,0.0,0.0,0.0,2,2025-07-05T17:39:16.147920
official_rag_prompt_engineering_20250705_173534,confident,12,What river originally bounded the Duchy,Seine,high falls,0.0,0.0,0.0,2,2025-07-05T17:39:16.340759
official_rag_prompt_engineering_20250705_173534,confident,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,,0.0,0.0,0.0,0,2025-07-05T17:39:16.477633
official_rag_prompt_engineering_20250705_173534,confident,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T17:39:16.632507
official_rag_prompt_engineering_20250705_173534,confident,15,What part of France were the Normans located?,north,western france,0.0,0.0,0.0,2,2025-07-05T17:39:16.794494
official_rag_prompt_engineering_20250705_173534,confident,16,What was one of the Norman's major exports?,fighting horsemen,"266,827",0.0,0.0,0.0,1,2025-07-05T17:39:16.949289
official_rag_prompt_engineering_20250705_173534,confident,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,,0.0,0.0,0.0,0,2025-07-05T17:39:17.072656
official_rag_prompt_engineering_20250705_173534,confident,18,When did Herve serve as a Byzantine general?,1050s,2004 -- 05,0.0,0.0,0.0,3,2025-07-05T17:39:17.220045
official_rag_prompt_engineering_20250705_173534,confident,19,When did Robert Crispin go up against the Turks?,1060s,the battle of odžak,0.0,0.0,0.0,4,2025-07-05T17:39:17.414662
official_rag_prompt_engineering_20250705_173534,confident,20,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,how did you do it,0.0,0.0,0.0,5,2025-07-05T17:39:17.579247
