experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
official_rag_prompt_engineering_20250705_045242,instructional,15,What part of France were the Normans located?,north,what is now france,0.0,0.0,0.0,4,2025-07-05T04:56:13.769571
official_rag_prompt_engineering_20250705_045242,instructional,16,What was one of the Norman's major exports?,fighting horsemen,"266,827",0.0,0.0,0.0,1,2025-07-05T04:56:13.916650
official_rag_prompt_engineering_20250705_045242,instructional,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,byzantine empire,0.0,0.0,0.0,2,2025-07-05T04:56:14.075166
official_rag_prompt_engineering_20250705_045242,instructional,18,When did Herve serve as a Byzantine general?,1050s,during the byzantine war,0.0,0.0,0.0,4,2025-07-05T04:56:14.235862
official_rag_prompt_engineering_20250705_045242,instructional,19,When did Robert Crispin go up against the Turks?,1060s,1998,0.0,0.0,0.0,1,2025-07-05T04:56:14.398977
official_rag_prompt_engineering_20250705_045242,expert_role,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:14.525702
official_rag_prompt_engineering_20250705_045242,expert_role,1,When were the Normans in Normandy?,10th and 11th centuries,3rd century bc,0.0,0.0,0.0,3,2025-07-05T04:56:14.686840
official_rag_prompt_engineering_20250705_045242,expert_role,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",iceland,0.0,0.4,0.25,1,2025-07-05T04:56:14.838430
official_rag_prompt_engineering_20250705_045242,expert_role,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T04:56:15.038787
official_rag_prompt_engineering_20250705_045242,expert_role,4,What century did the Normans first gain their separate identity?,10th century,1876,0.0,0.0,0.0,1,2025-07-05T04:56:15.168095
official_rag_prompt_engineering_20250705_045242,expert_role,5,Who was the duke in the battle of Hastings?,William the Conqueror,duke of normandy,0.0,0.0,0.0,3,2025-07-05T04:56:15.340603
official_rag_prompt_engineering_20250705_045242,expert_role,6,Who ruled the duchy of Normandy,Richard I,who ruled the duchy of normandy,0.0,0.0,0.0,6,2025-07-05T04:56:15.537770
official_rag_prompt_engineering_20250705_045242,expert_role,7,What religion were the Normans,Catholic,normans,0.0,0.0,0.0,1,2025-07-05T04:56:15.674529
official_rag_prompt_engineering_20250705_045242,expert_role,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T04:56:15.838814
official_rag_prompt_engineering_20250705_045242,expert_role,9,When was the Latin version of the word Norman first recorded?,9th century,2018,0.0,0.0,0.0,1,2025-07-05T04:56:15.957932
official_rag_prompt_engineering_20250705_045242,expert_role,10,When was the Duchy of Normandy founded?,911,973,0.0,0.0,0.0,1,2025-07-05T04:56:16.082986
official_rag_prompt_engineering_20250705_045242,expert_role,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,,0.0,0.0,0.0,0,2025-07-05T04:56:16.214292
official_rag_prompt_engineering_20250705_045242,expert_role,12,What river originally bounded the Duchy,Seine,archimedes,0.0,0.0,0.0,1,2025-07-05T04:56:16.429480
official_rag_prompt_engineering_20250705_045242,expert_role,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,dr. marcel - jérôme rigollot,0.0,0.0,0.0,5,2025-07-05T04:56:16.647369
official_rag_prompt_engineering_20250705_045242,expert_role,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T04:56:16.804406
official_rag_prompt_engineering_20250705_045242,expert_role,15,What part of France were the Normans located?,north,what is now france,0.0,0.0,0.0,4,2025-07-05T04:56:16.964170
official_rag_prompt_engineering_20250705_045242,expert_role,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T04:56:17.081682
official_rag_prompt_engineering_20250705_045242,expert_role,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,canada,0.0,0.0,0.0,1,2025-07-05T04:56:17.245253
official_rag_prompt_engineering_20250705_045242,expert_role,18,When did Herve serve as a Byzantine general?,1050s,2004 -- 05,0.0,0.0,0.0,3,2025-07-05T04:56:17.386908
official_rag_prompt_engineering_20250705_045242,expert_role,19,When did Robert Crispin go up against the Turks?,1060s,robert crispin,0.0,0.0,0.0,2,2025-07-05T04:56:17.560379
official_rag_prompt_engineering_20250705_045242,precise_instruction,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:17.696796
official_rag_prompt_engineering_20250705_045242,precise_instruction,1,When were the Normans in Normandy?,10th and 11th centuries,between the 10th and 13th centuries,0.0,0.6,0.75,6,2025-07-05T04:56:17.881726
official_rag_prompt_engineering_20250705_045242,precise_instruction,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T04:56:18.035212
official_rag_prompt_engineering_20250705_045242,precise_instruction,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T04:56:18.221329
official_rag_prompt_engineering_20250705_045242,precise_instruction,4,What century did the Normans first gain their separate identity?,10th century,the 17th century,0.0,0.4,0.5,3,2025-07-05T04:56:18.396560
official_rag_prompt_engineering_20250705_045242,precise_instruction,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T04:56:18.574671
official_rag_prompt_engineering_20250705_045242,precise_instruction,6,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,2025-07-05T04:56:18.758980
official_rag_prompt_engineering_20250705_045242,precise_instruction,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T04:56:18.900038
official_rag_prompt_engineering_20250705_045242,precise_instruction,8,What is the original meaning of the word Norman?,Viking,`` normal '',0.0,0.0,0.0,3,2025-07-05T04:56:19.054880
official_rag_prompt_engineering_20250705_045242,precise_instruction,9,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,2025-07-05T04:56:19.195238
official_rag_prompt_engineering_20250705_045242,precise_instruction,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T04:56:19.333361
official_rag_prompt_engineering_20250705_045242,precise_instruction,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles,0.0,0.5,0.3333333333333333,1,2025-07-05T04:56:19.476380
official_rag_prompt_engineering_20250705_045242,precise_instruction,12,What river originally bounded the Duchy,Seine,mississippi river,0.0,0.0,0.0,2,2025-07-05T04:56:19.634954
official_rag_prompt_engineering_20250705_045242,precise_instruction,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the,0.0,0.0,0.0,1,2025-07-05T04:56:19.766582
official_rag_prompt_engineering_20250705_045242,precise_instruction,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T04:56:19.940900
official_rag_prompt_engineering_20250705_045242,precise_instruction,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T04:56:20.102515
official_rag_prompt_engineering_20250705_045242,precise_instruction,16,What was one of the Norman's major exports?,fighting horsemen,petroleum,0.0,0.0,0.0,1,2025-07-05T04:56:20.244896
official_rag_prompt_engineering_20250705_045242,precise_instruction,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the seljuk turks,0.0,0.8,1.0,3,2025-07-05T04:56:20.432085
official_rag_prompt_engineering_20250705_045242,precise_instruction,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T04:56:20.572695
official_rag_prompt_engineering_20250705_045242,precise_instruction,19,When did Robert Crispin go up against the Turks?,1060s,the battle of thermopylae,0.0,0.0,0.0,4,2025-07-05T04:56:20.769286
official_rag_prompt_engineering_20250705_045242,context_emphasis,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:20.903183
official_rag_prompt_engineering_20250705_045242,context_emphasis,1,When were the Normans in Normandy?,10th and 11th centuries,10th century -- 15th century,0.0,0.25,0.25,5,2025-07-05T04:56:21.078783
official_rag_prompt_engineering_20250705_045242,context_emphasis,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T04:56:21.230489
official_rag_prompt_engineering_20250705_045242,context_emphasis,3,Who was the Norse leader?,Rollo,who was / was not,0.0,0.0,0.0,5,2025-07-05T04:56:21.402664
official_rag_prompt_engineering_20250705_045242,context_emphasis,4,What century did the Normans first gain their separate identity?,10th century,the 10th century,0.0,0.8,1.0,3,2025-07-05T04:56:21.568675
official_rag_prompt_engineering_20250705_045242,context_emphasis,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T04:56:21.745997
official_rag_prompt_engineering_20250705_045242,context_emphasis,6,Who ruled the duchy of Normandy,Richard I,king charles iii of west francia,0.0,0.0,0.0,6,2025-07-05T04:56:21.930923
official_rag_prompt_engineering_20250705_045242,context_emphasis,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T04:56:22.077923
official_rag_prompt_engineering_20250705_045242,context_emphasis,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T04:56:22.265908
official_rag_prompt_engineering_20250705_045242,context_emphasis,9,When was the Latin version of the word Norman first recorded?,9th century,in 1024,0.0,0.0,0.0,2,2025-07-05T04:56:22.417834
official_rag_prompt_engineering_20250705_045242,context_emphasis,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T04:56:22.571057
official_rag_prompt_engineering_20250705_045242,context_emphasis,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles the simple,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-05T04:56:22.714997
official_rag_prompt_engineering_20250705_045242,context_emphasis,12,What river originally bounded the Duchy,Seine,tennessee river,0.0,0.0,0.0,2,2025-07-05T04:56:22.863477
official_rag_prompt_engineering_20250705_045242,context_emphasis,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Normans,0.0,0.0,0.0,2,2025-07-05T04:56:23.007350
official_rag_prompt_engineering_20250705_045242,context_emphasis,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T04:56:23.166214
official_rag_prompt_engineering_20250705_045242,context_emphasis,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T04:56:23.320043
official_rag_prompt_engineering_20250705_045242,context_emphasis,16,What was one of the Norman's major exports?,fighting horsemen,foodstuffs,0.0,0.0,0.0,1,2025-07-05T04:56:23.463644
official_rag_prompt_engineering_20250705_045242,context_emphasis,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the pechenegs,0.0,0.0,0.0,2,2025-07-05T04:56:23.634424
official_rag_prompt_engineering_20250705_045242,context_emphasis,18,When did Herve serve as a Byzantine general?,1050s,552 -- 553,0.0,0.0,0.0,3,2025-07-05T04:56:23.796676
official_rag_prompt_engineering_20250705_045242,context_emphasis,19,When did Robert Crispin go up against the Turks?,1060s,2018,0.0,0.0,0.0,1,2025-07-05T04:56:23.916048
official_rag_prompt_engineering_20250705_045242,basic,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:24.061396
official_rag_prompt_engineering_20250705_045242,basic,1,When were the Normans in Normandy?,10th and 11th centuries,9th century -- 9th century,0.0,0.0,0.0,5,2025-07-05T04:56:24.232791
official_rag_prompt_engineering_20250705_045242,basic,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",sweden,0.0,0.0,0.0,1,2025-07-05T04:56:24.376895
official_rag_prompt_engineering_20250705_045242,basic,3,Who was the Norse leader?,Rollo,cnut,0.0,0.0,0.0,1,2025-07-05T04:56:24.533726
official_rag_prompt_engineering_20250705_045242,basic,4,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,2025-07-05T04:56:24.711122
official_rag_prompt_engineering_20250705_045242,basic,5,Who was the duke in the battle of Hastings?,William the Conqueror,william,0.0,0.5,0.3333333333333333,1,2025-07-05T04:56:24.889699
official_rag_prompt_engineering_20250705_045242,basic,6,Who ruled the duchy of Normandy,Richard I,king charles iii of west francia,0.0,0.0,0.0,6,2025-07-05T04:56:25.076405
official_rag_prompt_engineering_20250705_045242,basic,7,What religion were the Normans,Catholic,catholicism,0.0,0.0,0.0,1,2025-07-05T04:56:25.216270
official_rag_prompt_engineering_20250705_045242,basic,8,What is the original meaning of the word Norman?,Viking,north,0.0,0.0,0.0,1,2025-07-05T04:56:25.367933
official_rag_prompt_engineering_20250705_045242,basic,9,When was the Latin version of the word Norman first recorded?,9th century,1024,0.0,0.0,0.0,1,2025-07-05T04:56:25.517187
official_rag_prompt_engineering_20250705_045242,basic,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T04:56:25.670746
official_rag_prompt_engineering_20250705_045242,basic,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,charles the simple,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-05T04:56:25.851614
official_rag_prompt_engineering_20250705_045242,basic,12,What river originally bounded the Duchy,Seine,elbe,0.0,0.0,0.0,1,2025-07-05T04:56:25.997101
official_rag_prompt_engineering_20250705_045242,basic,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the byzantines,0.0,0.0,0.0,2,2025-07-05T04:56:26.161567
official_rag_prompt_engineering_20250705_045242,basic,14,What was the Norman religion?,Catholicism,catholicism,1.0,1.0,1.0,1,2025-07-05T04:56:26.297737
official_rag_prompt_engineering_20250705_045242,basic,15,What part of France were the Normans located?,north,west france,0.0,0.0,0.0,2,2025-07-05T04:56:26.432813
official_rag_prompt_engineering_20250705_045242,basic,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T04:56:26.559768
official_rag_prompt_engineering_20250705_045242,basic,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,hohenstaufen,0.0,0.0,0.0,1,2025-07-05T04:56:26.714310
official_rag_prompt_engineering_20250705_045242,basic,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T04:56:26.878006
official_rag_prompt_engineering_20250705_045242,basic,19,When did Robert Crispin go up against the Turks?,1060s,862,0.0,0.0,0.0,1,2025-07-05T04:56:27.010167
official_rag_prompt_engineering_20250705_045242,knowledge_based,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:27.147982
official_rag_prompt_engineering_20250705_045242,knowledge_based,1,When were the Normans in Normandy?,10th and 11th centuries,10th century -- 15th century,0.0,0.25,0.25,5,2025-07-05T04:56:27.320414
official_rag_prompt_engineering_20250705_045242,knowledge_based,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",scandinavia,0.0,0.0,0.0,1,2025-07-05T04:56:27.465690
official_rag_prompt_engineering_20250705_045242,knowledge_based,3,Who was the Norse leader?,Rollo,problem : who was the norse leader,0.0,0.0,0.0,7,2025-07-05T04:56:27.659034
official_rag_prompt_engineering_20250705_045242,knowledge_based,4,What century did the Normans first gain their separate identity?,10th century,the early 16th century,0.0,0.3333333333333333,0.5,4,2025-07-05T04:56:27.813832
official_rag_prompt_engineering_20250705_045242,knowledge_based,5,Who was the duke in the battle of Hastings?,William the Conqueror,normandy duke of normandy,0.0,0.0,0.0,4,2025-07-05T04:56:27.986526
official_rag_prompt_engineering_20250705_045242,knowledge_based,6,Who ruled the duchy of Normandy,Richard I,king charles iii,0.0,0.0,0.0,3,2025-07-05T04:56:28.168349
official_rag_prompt_engineering_20250705_045242,knowledge_based,7,What religion were the Normans,Catholic,islam,0.0,0.0,0.0,1,2025-07-05T04:56:28.321165
official_rag_prompt_engineering_20250705_045242,knowledge_based,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T04:56:28.475946
official_rag_prompt_engineering_20250705_045242,knowledge_based,9,When was the Latin version of the word Norman first recorded?,9th century,sometime before 1982,0.0,0.0,0.0,3,2025-07-05T04:56:28.640994
official_rag_prompt_engineering_20250705_045242,knowledge_based,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T04:56:28.800280
official_rag_prompt_engineering_20250705_045242,knowledge_based,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,bảo đại,0.0,0.0,0.0,2,2025-07-05T04:56:29.093764
official_rag_prompt_engineering_20250705_045242,knowledge_based,12,What river originally bounded the Duchy,Seine,rhode island,0.0,0.0,0.0,2,2025-07-05T04:56:29.246849
official_rag_prompt_engineering_20250705_045242,knowledge_based,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,the Peaks,0.0,0.0,0.0,2,2025-07-05T04:56:29.408797
official_rag_prompt_engineering_20250705_045242,knowledge_based,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T04:56:29.570231
official_rag_prompt_engineering_20250705_045242,knowledge_based,15,What part of France were the Normans located?,north,normandy,0.0,0.0,0.0,1,2025-07-05T04:56:29.733900
official_rag_prompt_engineering_20250705_045242,knowledge_based,16,What was one of the Norman's major exports?,fighting horsemen,cloth,0.0,0.0,0.0,1,2025-07-05T04:56:29.894630
official_rag_prompt_engineering_20250705_045242,knowledge_based,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,the byzantine empire,0.0,0.0,0.0,3,2025-07-05T04:56:30.052577
official_rag_prompt_engineering_20250705_045242,knowledge_based,18,When did Herve serve as a Byzantine general?,1050s,1984 -- 86,0.0,0.0,0.0,3,2025-07-05T04:56:30.212375
official_rag_prompt_engineering_20250705_045242,knowledge_based,19,When did Robert Crispin go up against the Turks?,1060s,robert crispin and the turks,0.0,0.0,0.0,5,2025-07-05T04:56:30.416596
official_rag_prompt_engineering_20250705_045242,confident,0,In what country is Normandy located?,France,france,1.0,1.0,1.0,1,2025-07-05T04:56:30.542525
official_rag_prompt_engineering_20250705_045242,confident,1,When were the Normans in Normandy?,10th and 11th centuries,3rd century -- 17th century,0.0,0.0,0.0,5,2025-07-05T04:56:30.712992
official_rag_prompt_engineering_20250705_045242,confident,2,From which countries did the Norse originate?,"Denmark, Iceland and Norway",norway,0.0,0.4,0.25,1,2025-07-05T04:56:30.861794
official_rag_prompt_engineering_20250705_045242,confident,3,Who was the Norse leader?,Rollo,norse,0.0,0.0,0.0,1,2025-07-05T04:56:31.013618
official_rag_prompt_engineering_20250705_045242,confident,4,What century did the Normans first gain their separate identity?,10th century,the ninth century,0.0,0.4,0.5,3,2025-07-05T04:56:31.183637
official_rag_prompt_engineering_20250705_045242,confident,5,Who was the duke in the battle of Hastings?,William the Conqueror,norman,0.0,0.0,0.0,1,2025-07-05T04:56:31.354019
official_rag_prompt_engineering_20250705_045242,confident,6,Who ruled the duchy of Normandy,Richard I,charles - charles,0.0,0.0,0.0,3,2025-07-05T04:56:31.507552
official_rag_prompt_engineering_20250705_045242,confident,7,What religion were the Normans,Catholic,normanism,0.0,0.0,0.0,1,2025-07-05T04:56:31.642456
official_rag_prompt_engineering_20250705_045242,confident,8,What is the original meaning of the word Norman?,Viking,norman,0.0,0.0,0.0,1,2025-07-05T04:56:31.801788
official_rag_prompt_engineering_20250705_045242,confident,9,When was the Latin version of the word Norman first recorded?,9th century,the late eighth century,0.0,0.3333333333333333,0.5,4,2025-07-05T04:56:31.958153
official_rag_prompt_engineering_20250705_045242,confident,10,When was the Duchy of Normandy founded?,911,1066,0.0,0.0,0.0,1,2025-07-05T04:56:32.082259
official_rag_prompt_engineering_20250705_045242,confident,11,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,the franks,0.0,0.0,0.0,2,2025-07-05T04:56:32.268878
official_rag_prompt_engineering_20250705_045242,confident,12,What river originally bounded the Duchy,Seine,high falls,0.0,0.0,0.0,2,2025-07-05T04:56:32.451877
official_rag_prompt_engineering_20250705_045242,confident,13,Who upon arriving gave the original viking settlers a common identity?,Rollo,,0.0,0.0,0.0,0,2025-07-05T04:56:32.581232
official_rag_prompt_engineering_20250705_045242,confident,14,What was the Norman religion?,Catholicism,islam,0.0,0.0,0.0,1,2025-07-05T04:56:32.727043
official_rag_prompt_engineering_20250705_045242,confident,15,What part of France were the Normans located?,north,western france,0.0,0.0,0.0,2,2025-07-05T04:56:32.880457
official_rag_prompt_engineering_20250705_045242,confident,16,What was one of the Norman's major exports?,fighting horsemen,"266,827",0.0,0.0,0.0,1,2025-07-05T04:56:33.029919
official_rag_prompt_engineering_20250705_045242,confident,17,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,,0.0,0.0,0.0,0,2025-07-05T04:56:33.145787
official_rag_prompt_engineering_20250705_045242,confident,18,When did Herve serve as a Byzantine general?,1050s,2004 -- 05,0.0,0.0,0.0,3,2025-07-05T04:56:33.288298
official_rag_prompt_engineering_20250705_045242,confident,19,When did Robert Crispin go up against the Turks?,1060s,the battle of odžak,0.0,0.0,0.0,4,2025-07-05T04:56:33.474760
