experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp
minimal_20250710_003817,question_mark,54,"What culture's arrival in Scotland is know as the ""Davidian Revolution""",Norman,norman,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:43:57.668444
minimal_20250710_003817,question_mark,55,Where was Ralph earl of?,Hereford,east anglia,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:43:58.221703
minimal_20250710_003817,question_mark,56,Who was Ralph in charge of being at war with?,the Welsh,u.s. army,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:43:58.966843
minimal_20250710_003817,question_mark,57,Who made Ralph earl?,Edward the Confessor,robert morley,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:43:59.364555
minimal_20250710_003817,question_mark,58,What country was under the control of Norman barons?,Wales,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:43:59.504147
minimal_20250710_003817,question_mark,59,What year did Roger de Tosny fail to accomplish what he set out to do?,1018,1982,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:43:59.889713
minimal_20250710_003817,question_mark,60,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,pope alexander ii,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:00.642261
minimal_20250710_003817,question_mark,61,When did the Siege of Antioch take place?,1097,1097 and 1098,0.0,0.5,1.0,3,SQuAD baseline,2025-07-10T00:44:01.155875
minimal_20250710_003817,question_mark,62,What was the name of Bohemond's nephew?,Tancred,??,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:01.548939
minimal_20250710_003817,question_mark,63,What major conquest did Tancred play a roll in?,Jerusalem,british - iroquois victory,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:02.025175
minimal_20250710_003817,question_mark,64,How long did Western Europe control Cyprus?,380 years,1878 -- 79,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:02.696546
minimal_20250710_003817,question_mark,65,What ruined Richard's plans to reach Acre?,a storm,drought,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:03.138480
minimal_20250710_003817,question_mark,66,Who was Richard's fiancee?,Berengaria,?,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:03.636508
minimal_20250710_003817,question_mark,67,What year did the storm hit Richard's fleet?,1191,1794,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:03.966007
minimal_20250710_003817,question_mark,68,Who ruled Cyprus in 1191?,Isaac Komnenos,king richard i of england,0.0,0.0,0.0,5,SQuAD baseline,2025-07-10T00:44:04.214501
minimal_20250710_003817,question_mark,69,Who was Guy's Rival?,Conrad of Montferrat,herman brar,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:04.919694
minimal_20250710_003817,question_mark,70,What were Isaac's chains made out of?,silver,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:05.396764
minimal_20250710_003817,question_mark,71,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:05.697584
minimal_20250710_003817,question_mark,72,What continent are the Canarian Islands off the coast of?,Africa,western hemisphere,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:05.912349
minimal_20250710_003817,question_mark,73,Who became the King of the Canary Islands?,Bethencourt,guadarfia,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:06.479881
minimal_20250710_003817,question_mark,74,Who bought the rights?,Enrique Pérez de Guzmán,tolkien estate,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:07.259189
minimal_20250710_003817,question_mark,75,Who sold the rights,Maciot de Bethencourt,who,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:07.641144
minimal_20250710_003817,question_mark,76,Where are Jersey and Guernsey,Channel Islands,normandy,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:08.154823
minimal_20250710_003817,question_mark,77,How many customaries does Norman customary law have,two,161,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:08.329821
minimal_20250710_003817,question_mark,78,What is the Norman architecture idiom?,Romanesque,the arch,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:08.776128
minimal_20250710_003817,question_mark,79,What kind of arches does Norman architecture have?,rounded,grand arch,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:09.560824
minimal_20250710_003817,question_mark,80,What architecture type came after Norman in England?,Early Gothic,processional gateway ( propylon ),0.0,0.0,0.0,5,SQuAD baseline,2025-07-10T00:44:10.105408
minimal_20250710_003817,question_mark,81,What architecture type came before Norman in England,Anglo-Saxon,romanesque,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:10.592941
minimal_20250710_003817,question_mark,82,What place had the Norman Arab architectural style,Sicily,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:10.794906
minimal_20250710_003817,question_mark,83,When did the church reform begin?,early 11th century,1517,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:11.020295
minimal_20250710_003817,question_mark,84,Who used the church to unify themselves?,dukes,native - born christians,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:11.705607
minimal_20250710_003817,question_mark,85,When were the French wars of religion?,16th century,between 1562 and 1598,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:12.446589
minimal_20250710_003817,question_mark,86,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidery,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:44:12.615168
minimal_20250710_003817,question_mark,87,What is Norman art's most well known piece?,Bayeux Tapestry,the battle of thermopylae,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:13.187796
minimal_20250710_003817,question_mark,88,Who commissioned the Tapestry,Odo,bishop odo,0.0,0.6666666666666666,1.0,2,SQuAD baseline,2025-07-10T00:44:13.848948
minimal_20250710_003817,question_mark,89,What is the most important type of Norman art preserved in churches?,mosaics,norman architecture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:14.425201
minimal_20250710_003817,question_mark,90,In what century did important classical music developments occur in Normandy?,11th,1790s,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:14.638135
minimal_20250710_003817,question_mark,91,Who were the two abbots at Fécamp Abbey,William of Volpiano and John of Ravenna,richard ii,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:15.066688
minimal_20250710_003817,question_mark,92,Where did the monks flee to?,southern Italy,italy,0.0,0.6666666666666666,0.5,1,SQuAD baseline,2025-07-10T00:44:15.337779
minimal_20250710_003817,question_mark,93,What monastery did the Saint-Evroul monks establish in Italy?,Latin monastery at Sant'Eufemia.,san vitale,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:16.072419
minimal_20250710_003817,question_mark,94,Who patronized the monks in Italy? ,Robert Guiscard,rich and successful businessmen,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:16.524871
minimal_20250710_003817,question_mark,95,What tradition were the Saint-Evroul monks known for?,singing,aristotelianism ( philosophy ),0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:17.105541
minimal_20250710_003817,question_mark,96,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship,Computational complexity theory,computational complexity theory,1.0,1.0,1.0,3,SQuAD baseline,2025-07-10T00:44:17.593331
minimal_20250710_003817,question_mark,97,By what main attribute are computational problems classified utilizing computational complexity theory? ,inherent difficulty,inherent difficulty,1.0,1.0,1.0,2,SQuAD baseline,2025-07-10T00:44:17.822499
minimal_20250710_003817,question_mark,98,What is the term for a task that generally lends itself to being solved by a computer,computational problems,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:18.475152
minimal_20250710_003817,question_mark,99,What measure of a computational problem broadly defines the inherent difficulty of the solution?,if its solution requires significant resources,turing degree,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:18.872460
minimal_20250710_003817,question_mark,100,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,mathematical models of computation,pareto chart,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:19.394207
minimal_20250710_003817,question_mark,101,What are two basic primary resources used to guage complexity?,time and storage,water,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:19.524358
minimal_20250710_003817,question_mark,102,What unit is measured to determine circuit complexity?,number of gates in a circuit,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:19.784237
minimal_20250710_003817,question_mark,103,What two fields of theoretical computer science closely mirror computational complexity theory,analysis of algorithms and computability theory,computability theory,0.0,0.5,0.3333333333333333,2,SQuAD baseline,2025-07-10T00:44:20.352254
minimal_20250710_003817,question_mark,104,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,analysis of algorithms,program analysis,0.0,0.4,0.3333333333333333,2,SQuAD baseline,2025-07-10T00:44:20.982934
minimal_20250710_003817,question_mark,105,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,computational complexity theory,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:21.403310
minimal_20250710_003817,question_mark,106,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,optimization,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:21.550523
minimal_20250710_003817,question_mark,107,What is the name given to the input string of a computational problem,problem instance,initial state,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:21.900968
minimal_20250710_003817,question_mark,108,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved? ",the problem,a problem,0.0,0.5,0.5,2,SQuAD baseline,2025-07-10T00:44:22.455453
minimal_20250710_003817,question_mark,109,Is a problem instance typically characterized as abstract or concrete?,concrete,concrete,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:44:23.086064
minimal_20250710_003817,question_mark,110,What is another name for any given measure of input associated with a problem,instances,data,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:23.244505
minimal_20250710_003817,question_mark,111,What is the general term used to describe the output to any given input in a problem instance?,solution,output,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:23.663891
minimal_20250710_003817,question_mark,112,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?,2000,150 -- 200 km,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:24.027125
minimal_20250710_003817,question_mark,113,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,round trip through all sites in Milan,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-10T00:44:24.694476
minimal_20250710_003817,question_mark,114,What does computational complexity theory most specifically seek to answer? ,computational problems,computational problem,0.0,0.5,0.5,2,SQuAD baseline,2025-07-10T00:44:25.220377
minimal_20250710_003817,question_mark,115,"In a computational problem, what can be described as a string over an alphabet?",problem instance,algorithm,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:25.635024
minimal_20250710_003817,question_mark,116,What is the name of the alphabet is most commonly used in a problem instance,binary alphabet,anagram,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:25.792895
minimal_20250710_003817,question_mark,117,What is another term for the string of a problem instance?,bitstrings,problem / solution,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:26.226464
minimal_20250710_003817,question_mark,118,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed",binary notation,binary interpretation of the numbers,0.0,0.28571428571428575,0.5,5,SQuAD baseline,2025-07-10T00:44:26.886927
minimal_20250710_003817,question_mark,119,What is one way in which graphs can be encoded? ,adjacency matrices,factorials n!,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:27.557487
minimal_20250710_003817,question_mark,120,What kind of problems are one of the main topics studied in computational complexity theory?,Decision problems,computational problems,0.0,0.5,0.5,2,SQuAD baseline,2025-07-10T00:44:27.798950
minimal_20250710_003817,question_mark,121,What are the two simple word responses to a decision problem?,yes or no,yes,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-10T00:44:28.209678
minimal_20250710_003817,question_mark,122,What are the two integer responses to a decision problem?,1 or 0,yes,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:28.555190
minimal_20250710_003817,question_mark,123,What will the output be for a member of the language of a decision problem,yes,yes,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:44:28.726836
minimal_20250710_003817,question_mark,124,What answer denotes that an algorithm has accepted an input string?,yes,yes,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:44:29.277600
minimal_20250710_003817,question_mark,125,What kind of graph is an example of an input used in a decision problem?,arbitrary graph,decision tree,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:29.817917
minimal_20250710_003817,question_mark,126,What is the term for the set of all connected graphs related to this decision problem?,formal language,dominating set,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:30.208726
minimal_20250710_003817,question_mark,127,What encoding decision needs to be made in order to determine an exact definition of the formal language,how graphs are encoded as binary strings,encoding decision,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:30.424150
minimal_20250710_003817,question_mark,128,A function problem is an example of what?,a computational problem,computational complexity theory,0.0,0.3333333333333333,0.3333333333333333,3,SQuAD baseline,2025-07-10T00:44:30.678589
minimal_20250710_003817,question_mark,129,How many outputs are expected for each input in a function problem?,a single output,single,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-10T00:44:31.200403
minimal_20250710_003817,question_mark,130,The traveling salesman problem is an example of what type of problem?,A function problem,school bus routing problem,0.0,0.28571428571428575,0.3333333333333333,4,SQuAD baseline,2025-07-10T00:44:31.878757
minimal_20250710_003817,question_mark,131,"In addition to the traveling salesman problem, what is another example of a function problem",the integer factorization problem,traveling purchaser problem,0.0,0.28571428571428575,0.25,3,SQuAD baseline,2025-07-10T00:44:32.178084
minimal_20250710_003817,question_mark,132,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,yes or no,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:32.390401
minimal_20250710_003817,question_mark,133,How can function problems typically be restated,decision problems,how can problem / solution be restated,0.0,0.0,0.0,7,SQuAD baseline,2025-07-10T00:44:32.947691
minimal_20250710_003817,question_mark,134,"If two integers are multiplied and output a value, what is this expression set called?",set of triples,set,0.0,0.5,0.3333333333333333,1,SQuAD baseline,2025-07-10T00:44:33.343663
minimal_20250710_003817,question_mark,135,What is one variable on which the running time may be contingent?,the instance,architecture,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:34.042984
minimal_20250710_003817,question_mark,136,In what unit is the size of the input measured?,bits,in si units,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:34.492935
minimal_20250710_003817,question_mark,137,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-10T00:44:34.676167
minimal_20250710_003817,question_mark,138,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,stephen cook,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:35.126133
minimal_20250710_003817,question_mark,139,"If input size is is equal to n, what can respectively be assumed is the function of n",the time taken,receiving input,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:35.810081
minimal_20250710_003817,question_mark,140,What term corresponds to the maximum measurement of time across all functions of n? ,worst-case time complexity,n / a,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:36.381079
minimal_20250710_003817,question_mark,141,How is worst-case time complexity written as an expression?,T(n),asymptotic,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:36.888118
minimal_20250710_003817,question_mark,142,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,ascii,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:37.202386
minimal_20250710_003817,question_mark,143,What is the term for a mathematical model that theoretically represents a general computing machine?,A Turing machine,computational model,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:37.638063
minimal_20250710_003817,question_mark,144,It is generally assumed that a Turing machine can solve anything capable of also being solved using what,an algorithm,lambda calculus,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:38.372659
minimal_20250710_003817,question_mark,145,What is the most commonplace model utilized in complexity theory,the Turing machine,stock market model,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:38.885224
minimal_20250710_003817,question_mark,146,What does a Turing machine handle on a strip of tape,symbols,symbols,1.0,1.0,1.0,1,SQuAD baseline,2025-07-10T00:44:39.112618
minimal_20250710_003817,question_mark,147,What is generally considered to be the most basic iteration of a Turing machine,A deterministic Turing machine,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:39.307488
minimal_20250710_003817,question_mark,148,What fixed set of factors determine the actions of a deterministic Turing machine,rules,probability,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:39.746515
minimal_20250710_003817,question_mark,149,What is the term used to identify a deterministic Turing machine that has additional random bits,A probabilistic Turing machine,random number generation,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:40.519978
minimal_20250710_003817,question_mark,150,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?,A non-deterministic Turing machine,aorta,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:40.843233
minimal_20250710_003817,question_mark,151,What is the term given to algorithms that utilize random bits?,randomized algorithms,randomized algorithm,0.0,0.5,0.5,2,SQuAD baseline,2025-07-10T00:44:41.191983
minimal_20250710_003817,question_mark,152,Turing machines are commonly employed to define what? ,complexity classes,mathematics,0.0,0.0,0.0,1,SQuAD baseline,2025-07-10T00:44:41.678961
minimal_20250710_003817,question_mark,153,What are two factors that directly effect how powerful a Turing machine may or may not be?,time or space,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-10T00:44:41.806119
minimal_20250710_003817,question_mark,154,"In the determination of complexity classes, what are two examples of types of Turing machines","probabilistic Turing machines, non-deterministic Turing machines",universal turing machines,0.0,0.5,0.4,3,SQuAD baseline,2025-07-10T00:44:42.509302
minimal_20250710_003817,question_mark,155,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?,random access machines,universal turing machine,0.0,0.0,0.0,3,SQuAD baseline,2025-07-10T00:44:43.079989
minimal_20250710_003817,question_mark,156,"In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models? ",computational power,variable error,0.0,0.0,0.0,2,SQuAD baseline,2025-07-10T00:44:43.468101
